Year,Пол,CAUSE_OF_DEATH,UNIT_MEASURE,Value
2019,Мушкарци,mental_and_behavioural_disorders,Број,153
2019,Мушкарци,diseases_of_the_nervous,Број,202
2019,Мушкарци,diseases_of_the_eye,Број,3
2019,Мушкарци,diseases_of_the_circulatory,Број,8848
2019,Мушкарци,diseases_of_the_respiratory,Број,1076
2019,Мушкарци,diseases_of_the_digestive,Број,603
2019,Мушкарци,diseases_of_the_skin,Број,17
2019,Мушкарци,diseases_of_the_musculoskeletal,Број,15
2019,Мушкарци,diseases_of_the_genitourinary,Број,314
2019,Мушкарци,certain_conditions_originating,Број,70
2019,Мушкарци,congenital_malformations_deformations,Број,11
2019,Мушкарци,symptoms_signs_and_abnormal,Број,1727
2019,Мушкарци,injuries_poisoning_and_consequences,Број,701
2019,Мушкарци,external_causes_of_mortality,Број,8
2019,Мушкарци,factors_influencing_health_status,Број,7
2019,Мушкарци,unknown,Број,349
2019,Мушкарци,Укупно,Број,19787
2019,Жене,infectious_and_parasitic,Број,210
2019,Жене,neoplasms,Број,3447
2019,Жене,diseases_of_the_blood,Број,60
2019,Жене,endocrine_metabolic_and_nutritional,Број,1119
2019,Жене,mental_and_behavioural_disorders,Број,137
2019,Жене,diseases_of_the_nervous,Број,186
2019,Жене,diseases_of_the_eye,Број,6
2019,Жене,diseases_of_the_circulatory,Број,10091
2019,Жене,diseases_of_the_respiratory,Број,870
2019,Жене,diseases_of_the_digestive,Број,440
2019,Жене,diseases_of_the_skin,Број,26
2019,Жене,diseases_of_the_musculoskeletal,Број,42
2019,Жене,diseases_of_the_genitourinary,Број,286
2019,Жене,pregnancy_childbirth_and_the,Број,3
2019,Жене,certain_conditions_originating,Број,60
2019,Жене,congenital_malformations_deformations,Број,19
2019,Жене,symptoms_signs_and_abnormal,Број,1585
2019,Жене,injuries_poisoning_and_consequences,Број,217
2019,Жене,external_causes_of_mortality,Број,1
2019,Жене,factors_influencing_health_status,Број,3
2019,Жене,unknown,Број,234
2019,Жене,Укупно,Број,19042
