Year,health_indicators,UNIT_MEASURE,Entity,Value
2019,number_of_new_cases_of_AIDS_clinically_diagnosed,NUMBER,FBiH,4.0
2019,number_of_new_cases_of_HIV,NUMBER,FBiH,21.0
2019,number_of_new_cases_of_HIV_per_100000_population,NUMBER,FBiH,0.958861202
2019,number_of_beds_in_hospitals,NUMBER,FBiH,7872.0
2019,number_of_beds_in_hospitals_per_100000_population,NUMBER,FBiH,359.4359704
2019,number_of_medical_doctors_providing_health_care_in_public_institutions,NUMBER,FBiH,5092.0
2019,number_of_medical_doctors_providing_health_care_in_public_institutions_per_100000_population,NUMBER,FBiH,232.5010114
2019,number_of_general_practitioners,NUMBER,FBiH,873.0
2019,number_of_population_per_general_practitioner,NUMBER,FBiH,2508.703322
2019,number_of_midwives,NUMBER,FBiH,701.0
2019,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,FBiH,2190098.0
2019,male_population,NUMBER,FBiH,1075017.0
2019,female_population,NUMBER,FBiH,1115081.0
2019,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,RS,1142495.0
2019,male_population,NUMBER,RS,558093.0
2019,female_population,NUMBER,RS,584402.0
2019,total_population_(as_per_Public_Health_Institute_or_NSO_reports),NUMBER,BD,83159.0
2019,male_population,NUMBER,BD,41061.0
2019,female_population,NUMBER,BD,42098.0
