Year,Spol,Uzrok smrti (prema šiframa bolesti po MKB-10),UNIT_MEASURE,Value
2012,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,51
2012,Ž,(G00-G99) Bolesti nervnog sistema,Broj,202
2012,Ž,"(H00-H93) Bolesti oka, uha i adneksa",Broj,1
2012,Ž,(I00-I99) Bolesti cirkulacijskog sistema,Broj,10192
2012,Ž,(J00-J99) Bolesti respiratornog sistema,Broj,512
2012,Ž,(K00-K93) Bolesti digestivnog sistema,Broj,390
2012,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,7
2012,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,39
2012,Ž,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,298
2012,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",Broj,3
2012,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,44
2012,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,14
2012,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,598
2012,Ž,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,237
2012,Ž,Nepoznato,Broj,331
2012,Ž,Ukupno,Broj,17381
2013,Oba spola,(A00-B99) Zarazne i parazitarne bolesti,Broj,268
2013,Oba spola,"(C00-C97,D00-D48) Neoplazme",Broj,7506
2013,Oba spola,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,50
2013,Oba spola,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,1970
2013,Oba spola,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,192
2013,Oba spola,(G00-G99) Bolesti nervnog sistema,Broj,382
2013,Oba spola,(I00-I99) Bolesti cirkulacijskog sistema,Broj,18186
2013,Oba spola,(J00-J99) Bolesti respiratornog sistema,Broj,1428
2013,Oba spola,(K00-K93) Bolesti digestivnog sistema,Broj,955
2013,Oba spola,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,31
2013,Oba spola,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,57
2013,Oba spola,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,581
2013,Oba spola,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,101
2013,Oba spola,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,38
2013,Oba spola,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,2107
2013,Oba spola,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,1024
2013,Oba spola,(V01-Y98) Vanjski uzroci smrtnosti,Broj,4
2013,Oba spola,Nepoznato,Broj,782
2013,Oba spola,Ukupno,Broj,35662
2013,M,(A00-B99) Zarazne i parazitarne bolesti,Broj,165
2013,M,"(C00-C97,D00-D48) Neoplazme",Broj,4384
2013,M,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,20
2013,M,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,820
2013,M,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,101
2013,M,(G00-G99) Bolesti nervnog sistema,Broj,198
2013,M,(I00-I99) Bolesti cirkulacijskog sistema,Broj,8458
2013,M,(J00-J99) Bolesti respiratornog sistema,Broj,827
2013,M,(K00-K93) Bolesti digestivnog sistema,Broj,526
2013,M,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,12
2013,M,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,18
2013,M,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,304
2013,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,62
2013,M,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,19
2013,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1112
2013,M,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,794
2013,M,(V01-Y98) Vanjski uzroci smrtnosti,Broj,4
2013,M,Nepoznato,Broj,393
2013,M,Ukupno,Broj,18217
2013,Ž,(A00-B99) Zarazne i parazitarne bolesti,Broj,103
2013,Ž,"(C00-C97,D00-D48) Neoplazme",Broj,3122
2013,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,30
2013,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,1150
2013,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,91
2013,Ž,(G00-G99) Bolesti nervnog sistema,Broj,184
2013,Ž,(I00-I99) Bolesti cirkulacijskog sistema,Broj,9728
2013,Ž,(J00-J99) Bolesti respiratornog sistema,Broj,601
2013,Ž,(K00-K93) Bolesti digestivnog sistema,Broj,429
2013,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,19
2013,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,39
2013,Ž,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,277
2013,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,39
2013,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,19
2013,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,995
2013,Ž,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,230
2013,Ž,Nepoznato,Broj,389
2013,Ž,Ukupno,Broj,17445
2014,Oba spola,(A00-B99) Zarazne i parazitarne bolesti,Broj,291
2014,Oba spola,"(C00-C97,D00-D48) Neoplazme",Broj,7821
2014,Oba spola,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,42
2014,Oba spola,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,2267
2014,Oba spola,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,225
2014,Oba spola,(G00-G99) Bolesti nervnog sistema,Broj,396
2014,Oba spola,"(H00-H93) Bolesti oka, uha i adneksa",Broj,6
2014,Oba spola,(I00-I99) Bolesti cirkulacijskog sistema,Broj,17930
2014,Oba spola,(J00-J99) Bolesti respiratornog sistema,Broj,1409
2014,Oba spola,(K00-K93) Bolesti digestivnog sistema,Broj,949
2014,Oba spola,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,32
2014,Oba spola,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,61
2014,Oba spola,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,536
2014,Oba spola,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,85
2014,Oba spola,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,49
2014,Oba spola,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,2241
2014,Oba spola,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,1032
2014,Oba spola,(V01-Y98) Vanjski uzroci smrtnosti,Broj,17
2014,Oba spola,(Z00-Z99) Faktori koji utječu na zdravstveno stanje i kontakt sa zdravstvenom službom,Broj,1
2014,Oba spola,Nepoznato,Broj,590
2014,Oba spola,Ukupno,Broj,35980
2014,M,(A00-B99) Zarazne i parazitarne bolesti,Broj,164
2014,M,"(C00-C97,D00-D48) Neoplazme",Broj,4569
2014,M,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,14
2014,M,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,925
2014,M,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,142
2014,M,(G00-G99) Bolesti nervnog sistema,Broj,207
2014,M,(I00-I99) Bolesti cirkulacijskog sistema,Broj,8336
2014,M,(J00-J99) Bolesti respiratornog sistema,Broj,840
2014,M,(K00-K93) Bolesti digestivnog sistema,Broj,545
2014,M,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,16
2014,M,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,16
2014,M,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,260
2014,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,42
2014,M,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,20
2014,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1132
2014,M,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,795
2014,M,(V01-Y98) Vanjski uzroci smrtnosti,Broj,10
2014,M,Nepoznato,Broj,327
2014,M,Ukupno,Broj,18360
2014,Ž,(A00-B99) Zarazne i parazitarne bolesti,Broj,127
2014,Ž,"(C00-C97,D00-D48) Neoplazme",Broj,3252
2014,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,28
2014,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,1342
2014,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,83
2014,Ž,(G00-G99) Bolesti nervnog sistema,Broj,189
2014,Ž,"(H00-H93) Bolesti oka, uha i adneksa",Broj,6
2014,Ž,(I00-I99) Bolesti cirkulacijskog sistema,Broj,9594
2014,Ž,(J00-J99) Bolesti respiratornog sistema,Broj,569
2014,Ž,(K00-K93) Bolesti digestivnog sistema,Broj,404
2014,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,16
2014,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,45
2014,Ž,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,276
2014,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,43
2014,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,29
2014,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1109
2014,Ž,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,237
2014,Ž,(V01-Y98) Vanjski uzroci smrtnosti,Broj,7
2014,Ž,(Z00-Z99) Faktori koji utječu na zdravstveno stanje i kontakt sa zdravstvenom službom,Broj,1
2014,Ž,Nepoznato,Broj,263
2014,Ž,Ukupno,Broj,17620
2015,Oba spola,(A00-B99) Zarazne i parazitarne bolesti,Broj,370
2015,Oba spola,"(C00-C97,D00-D48) Neoplazme",Broj,7956
2015,Oba spola,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,55
2015,Oba spola,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,2025
2015,Oba spola,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,188
2015,Oba spola,(G00-G99) Bolesti nervnog sistema,Broj,447
2015,Oba spola,"(H00-H93) Bolesti oka, uha i adneksa",Broj,1
2015,Oba spola,(I00-I99) Bolesti cirkulacijskog sistema,Broj,19713
2015,Oba spola,(J00-J99) Bolesti respiratornog sistema,Broj,1718
2015,Oba spola,(K00-K93) Bolesti digestivnog sistema,Broj,988
2015,Oba spola,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,42
2015,Oba spola,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,55
2015,Oba spola,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,684
2015,Oba spola,"(O00-O99) Trudnoća, porođaj i postporođajni period",Broj,1
2015,Oba spola,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,126
2015,Oba spola,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,31
2015,Oba spola,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,2098
2015,Oba spola,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,1103
2015,Oba spola,(V01-Y98) Vanjski uzroci smrtnosti,Broj,8
2015,Oba spola,Nepoznato,Broj,541
2015,Oba spola,Ukupno,Broj,38150
2015,M,(A00-B99) Zarazne i parazitarne bolesti,Broj,207
2015,M,"(C00-C97,D00-D48) Neoplazme",Broj,4525
2015,M,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,19
2015,M,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,856
2015,M,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,102
2015,M,(G00-G99) Bolesti nervnog sistema,Broj,241
2015,M,(I00-I99) Bolesti cirkulacijskog sistema,Broj,9012
2015,M,(J00-J99) Bolesti respiratornog sistema,Broj,972
2015,M,(K00-K93) Bolesti digestivnog sistema,Broj,571
2015,M,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,16
2015,M,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,21
2015,M,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,331
2015,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,67
2015,M,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,15
2015,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1102
2015,M,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,840
2015,M,(V01-Y98) Vanjski uzroci smrtnosti,Broj,5
2015,M,Nepoznato,Broj,317
2015,M,Ukupno,Broj,19219
2015,Ž,(A00-B99) Zarazne i parazitarne bolesti,Broj,163
2015,Ž,"(C00-C97,D00-D48) Neoplazme",Broj,3431
2015,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,36
2015,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,1169
2015,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,86
2015,Ž,(G00-G99) Bolesti nervnog sistema,Broj,206
2015,Ž,"(H00-H93) Bolesti oka, uha i adneksa",Broj,1
2015,Ž,(I00-I99) Bolesti cirkulacijskog sistema,Broj,10701
2015,Ž,(J00-J99) Bolesti respiratornog sistema,Broj,746
2015,Ž,(K00-K93) Bolesti digestivnog sistema,Broj,417
2015,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,26
2015,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,34
2015,Ž,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,353
2015,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",Broj,1
2015,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,59
2015,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,16
2015,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,996
2015,Ž,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,263
2015,Ž,(V01-Y98) Vanjski uzroci smrtnosti,Broj,3
2015,Ž,Nepoznato,Broj,224
2015,Ž,Ukupno,Broj,18931
2016,Oba spola,(A00-B99) Zarazne i parazitarne bolesti,Broj,412
2016,Oba spola,"(C00-C97,D00-D48) Neoplazme",Broj,7761
2016,Oba spola,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,54
2016,Oba spola,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,1961
2016,Oba spola,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,226
2016,Oba spola,(G00-G99) Bolesti nervnog sistema,Broj,386
2016,Oba spola,"(H00-H93) Bolesti oka, uha i adneksa",Broj,8
2016,Oba spola,(I00-I99) Bolesti cirkulacijskog sistema,Broj,18959
2016,Oba spola,(J00-J99) Bolesti respiratornog sistema,Broj,1487
2016,Oba spola,(K00-K93) Bolesti digestivnog sistema,Broj,1077
2016,Oba spola,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,35
2016,Oba spola,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,46
2016,Oba spola,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,696
2016,Oba spola,"(O00-O99) Trudnoća, porođaj i postporođajni period",Broj,1
2016,Oba spola,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,117
2016,Oba spola,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,16
2016,Oba spola,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1730
2016,Oba spola,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,1040
2016,Oba spola,(V01-Y98) Vanjski uzroci smrtnosti,Broj,14
2016,Oba spola,Nepoznato,Broj,545
2016,Oba spola,Ukupno,Broj,36571
2016,M,(A00-B99) Zarazne i parazitarne bolesti,Broj,214
2016,M,"(C00-C97,D00-D48) Neoplazme",Broj,4464
2016,M,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,22
2016,M,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,789
2016,M,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,141
2016,M,(G00-G99) Bolesti nervnog sistema,Broj,213
2016,M,"(H00-H93) Bolesti oka, uha i adneksa",Broj,6
2016,M,(I00-I99) Bolesti cirkulacijskog sistema,Broj,8780
2016,M,(J00-J99) Bolesti respiratornog sistema,Broj,879
2016,M,(K00-K93) Bolesti digestivnog sistema,Broj,619
2016,M,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,16
2016,M,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,9
2016,M,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,345
2016,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,74
2016,M,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,9
2016,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,872
2016,M,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,783
2016,M,(V01-Y98) Vanjski uzroci smrtnosti,Broj,11
2016,M,Nepoznato,Broj,296
2016,M,Ukupno,Broj,18542
2016,Ž,(A00-B99) Zarazne i parazitarne bolesti,Broj,198
2016,Ž,"(C00-C97,D00-D48) Neoplazme",Broj,3297
2016,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,32
2016,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,1172
2016,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,85
2016,Ž,(G00-G99) Bolesti nervnog sistema,Broj,173
2016,Ž,"(H00-H93) Bolesti oka, uha i adneksa",Broj,2
2016,Ž,(I00-I99) Bolesti cirkulacijskog sistema,Broj,10179
2016,Ž,(J00-J99) Bolesti respiratornog sistema,Broj,608
2016,Ž,(K00-K93) Bolesti digestivnog sistema,Broj,458
2016,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,19
2016,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,37
2016,Ž,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,351
2016,Ž,"(O00-O99) Trudnoća, porođaj i postporođajni period",Broj,1
2016,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,43
2016,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,7
2016,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,858
2016,Ž,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,257
2016,Ž,(V01-Y98) Vanjski uzroci smrtnosti,Broj,3
2016,Ž,Nepoznato,Broj,249
2016,Ž,Ukupno,Broj,18029
2017,Oba spola,(A00-B99) Zarazne i parazitarne bolesti,Broj,395
2017,Oba spola,"(C00-C97,D00-D48) Neoplazme",Broj,8136
2017,Oba spola,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,69
2017,Oba spola,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,2170
2017,Oba spola,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,265
2017,Oba spola,(G00-G99) Bolesti nervnog sistema,Broj,382
2017,Oba spola,"(H00-H93) Bolesti oka, uha i adneksa",Broj,5
2017,Oba spola,(I00-I99) Bolesti cirkulacijskog sistema,Broj,19207
2017,Oba spola,(J00-J99) Bolesti respiratornog sistema,Broj,1579
2017,Oba spola,(K00-K93) Bolesti digestivnog sistema,Broj,1007
2017,Oba spola,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,44
2017,Oba spola,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,44
2017,Oba spola,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,587
2017,Oba spola,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,136
2017,Oba spola,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,27
2017,Oba spola,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,2294
2017,Oba spola,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,1067
2017,Oba spola,(V01-Y98) Vanjski uzroci smrtnosti,Broj,15
2017,Oba spola,Nepoznato,Broj,550
2017,Oba spola,Ukupno,Broj,37979
2017,M,(A00-B99) Zarazne i parazitarne bolesti,Broj,209
2017,M,"(C00-C97,D00-D48) Neoplazme",Broj,4632
2017,M,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,25
2017,M,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,885
2017,M,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,147
2017,M,(G00-G99) Bolesti nervnog sistema,Broj,193
2017,M,"(H00-H93) Bolesti oka, uha i adneksa",Broj,2
2017,M,(I00-I99) Bolesti cirkulacijskog sistema,Broj,8880
2017,M,(J00-J99) Bolesti respiratornog sistema,Broj,936
2017,M,(K00-K93) Bolesti digestivnog sistema,Broj,570
2017,M,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,12
2017,M,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,17
2017,M,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,299
2017,M,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,75
2017,M,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,16
2017,M,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1168
2017,M,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,780
2017,M,(V01-Y98) Vanjski uzroci smrtnosti,Broj,9
2017,M,Nepoznato,Broj,331
2017,M,Ukupno,Broj,19186
2017,Ž,(A00-B99) Zarazne i parazitarne bolesti,Broj,186
2017,Ž,"(C00-C97,D00-D48) Neoplazme",Broj,3504
2017,Ž,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,44
2017,Ž,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,1285
2017,Ž,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,118
2017,Ž,(G00-G99) Bolesti nervnog sistema,Broj,189
2017,Ž,"(H00-H93) Bolesti oka, uha i adneksa",Broj,3
2017,Ž,(I00-I99) Bolesti cirkulacijskog sistema,Broj,10327
2017,Ž,(J00-J99) Bolesti respiratornog sistema,Broj,643
2017,Ž,(K00-K93) Bolesti digestivnog sistema,Broj,437
2017,Ž,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,32
2017,Ž,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,27
2017,Ž,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,288
2017,Ž,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,61
2017,Ž,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,11
2017,Ž,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,1126
2017,Ž,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,287
2017,Ž,(V01-Y98) Vanjski uzroci smrtnosti,Broj,6
2017,Ž,Nepoznato,Broj,219
2017,Ž,Ukupno,Broj,18793
2018,Oba spola,(A00-B99) Zarazne i parazitarne bolesti,Broj,443
2018,Oba spola,"(C00-C97,D00-D48) Neoplazme",Broj,7881
2018,Oba spola,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,72
2018,Oba spola,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,2086
2018,Oba spola,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,236
2018,Oba spola,(G00-G99) Bolesti nervnog sistema,Broj,337
2018,Oba spola,(I00-I99) Bolesti cirkulacijskog sistema,Broj,18818
2018,Oba spola,(J00-J99) Bolesti respiratornog sistema,Broj,1856
2018,Oba spola,(K00-K93) Bolesti digestivnog sistema,Broj,1052
2018,Oba spola,(L00-L99) Bolesti kože i potkožnog tkiva,Broj,40
2018,Oba spola,(M00-M99) Bolesti muskuloskeletnog sistema i vezivnog tkiva,Broj,53
2018,Oba spola,(N00-N99) Bolesti genitalno-urinarnog sistema,Broj,631
2018,Oba spola,"(O00-O99) Trudnoća, porođaj i postporođajni period",Broj,1
2018,Oba spola,(P00-P96) Određena stanja nastala u perinatalnom periodu,Broj,134
2018,Oba spola,"(Q00-Q99) Kongenitalne malformacije, deformiteti i hromosomske abnormalnosti",Broj,26
2018,Oba spola,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi koji nisu drugdje klasificirani",Broj,2581
2018,Oba spola,"(S00-T98) Ozljede, trovanja i druge posljedice s vanjskim uzrokom",Broj,1015
2018,Oba spola,(V01-Y98) Vanjski uzroci smrtnosti,Broj,11
2018,Oba spola,(Z00-Z99) Faktori koji utječu na zdravstveno stanje i kontakt sa zdravstvenom službom,Broj,1
2018,Oba spola,Nepoznato,Broj,470
2018,Oba spola,Ukupno,Broj,37744
2018,M,(A00-B99) Zarazne i parazitarne bolesti,Broj,243
2018,M,"(C00-C97,D00-D48) Neoplazme",Broj,4606
2018,M,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sistema",Broj,27
2018,M,"(E00-E90) Endokrine bolesti, bolesti ishrane i bolesti metabolizma",Broj,881
2018,M,(F00-F99) Duševni poremećaji i poremećaji ponašanja,Broj,121
