Year,Municipality,AGE,UNIT_MEASURE,Sex,Value
2013,Sarajevo - Novi Grad,Total,Number,M,9
2013,Sarajevo - Novi Grad,Total,Number,F,12
2013,Novi Travnik,Total,Number,Both sexes,365
2013,Novi Travnik,Total,Number,M,144
2013,Novi Travnik,Total,Number,F,221
2013,Novo Goražde,Total,Number,Both sexes,670
2013,Novo Goražde,Total,Number,M,348
2013,Novo Goražde,Total,Number,F,322
2013,Sarajevo - Novo Sarajevo,Total,Number,Both sexes,4195
2013,Sarajevo - Novo Sarajevo,Total,Number,M,1959
2013,Sarajevo - Novo Sarajevo,Total,Number,F,2236
2013,Odžak,Total,Number,Both sexes,2129
2013,Odžak,Total,Number,M,961
2013,Odžak,Total,Number,F,1168
2013,Olovo,Total,Number,Both sexes,485
2013,Olovo,Total,Number,M,227
2013,Olovo,Total,Number,F,258
2013,Orašje,Total,Number,Both sexes,134
2013,Orašje,Total,Number,M,66
2013,Orašje,Total,Number,F,68
2013,Osmaci,Total,Number,Both sexes,406
2013,Osmaci,Total,Number,M,183
2013,Osmaci,Total,Number,F,223
2013,Oštra Luka,Total,Number,Both sexes,501
2013,Oštra Luka,Total,Number,M,218
2013,Oštra Luka,Total,Number,F,283
2013,Pale - FBiH,Total,Number,Both sexes,487
2013,Pale - FBiH,Total,Number,M,228
2013,Pale - FBiH,Total,Number,F,259
2013,Pale - RS,Total,Number,Both sexes,1546
2013,Pale - RS,Total,Number,M,740
2013,Pale - RS,Total,Number,F,806
2013,Pelagićevo,Total,Number,Both sexes,309
2013,Pelagićevo,Total,Number,M,142
2013,Pelagićevo,Total,Number,F,167
2013,Petrovac,Total,Number,Both sexes,581
2013,Petrovac,Total,Number,M,257
2013,Petrovac,Total,Number,F,324
2013,Petrovo,Total,Number,Both sexes,1013
2013,Petrovo,Total,Number,M,490
2013,Petrovo,Total,Number,F,523
2013,Posušje,Total,Number,Both sexes,554
2013,Posušje,Total,Number,M,224
2013,Posušje,Total,Number,F,330
2013,Prijedor,Total,Number,Both sexes,1636
2013,Prijedor,Total,Number,M,736
2013,Prijedor,Total,Number,F,900
2013,Prnjavor,Total,Number,Both sexes,1828
2013,Prnjavor,Total,Number,M,813
2013,Prnjavor,Total,Number,F,1015
2013,Prozor,Total,Number,Both sexes,517
2013,Prozor,Total,Number,M,251
2013,Prozor,Total,Number,F,266
2013,Ravno,Total,Number,Both sexes,1058
2013,Ravno,Total,Number,M,490
2013,Ravno,Total,Number,F,568
2013,Ribnik,Total,Number,Both sexes,402
2013,Ribnik,Total,Number,M,189
2013,Ribnik,Total,Number,F,213
2013,Rogatica,Total,Number,Both sexes,534
2013,Rogatica,Total,Number,M,241
2013,Rogatica,Total,Number,F,293
2013,Rudo,Total,Number,Both sexes,909
2013,Rudo,Total,Number,M,448
2013,Rudo,Total,Number,F,461
2013,Sanski Most,Total,Number,Both sexes,264
2013,Sanski Most,Total,Number,M,116
2013,Sanski Most,Total,Number,F,148
2013,Sapna,Total,Number,Both sexes,2102
2013,Sapna,Total,Number,M,895
2013,Sapna,Total,Number,F,1207
2013,Sokolac,Total,Number,Both sexes,1528
2013,Sokolac,Total,Number,M,717
2013,Sokolac,Total,Number,F,811
2013,Srbac,Total,Number,Both sexes,1194
2013,Srbac,Total,Number,M,611
2013,Srbac,Total,Number,F,583
2013,Srebrenica,Total,Number,Both sexes,2008
2013,Srebrenica,Total,Number,M,897
2013,Srebrenica,Total,Number,F,1111
2013,Srebrenik,Total,Number,Both sexes,1368
2013,Srebrenik,Total,Number,M,616
2013,Srebrenik,Total,Number,F,752
2013,Sarajevo - Stari Grad,Total,Number,Both sexes,141
2013,Sarajevo - Stari Grad,Total,Number,M,70
2013,Sarajevo - Stari Grad,Total,Number,F,71
2013,Stolac,Total,Number,Both sexes,117
2013,Stolac,Total,Number,M,37
2013,Stolac,Total,Number,F,80
2013,Šamac,Total,Number,Both sexes,5127
2013,Šamac,Total,Number,M,2209
2013,Šamac,Total,Number,F,2918
2013,Šekovići,Total,Number,Both sexes,703
2013,Šekovići,Total,Number,M,354
2013,Šekovići,Total,Number,F,349
2013,Šipovo,Total,Number,Both sexes,265
2013,Šipovo,Total,Number,M,122
2013,Šipovo,Total,Number,F,143
2013,Široki Brijeg,Total,Number,Both sexes,535
2013,Široki Brijeg,Total,Number,M,231
2013,Široki Brijeg,Total,Number,F,304
2013,Teočak,Total,Number,Both sexes,1389
2013,Teočak,Total,Number,M,622
2013,Teočak,Total,Number,F,767
2013,Teslić,Total,Number,Both sexes,1640
2013,Teslić,Total,Number,M,745
2013,Teslić,Total,Number,F,895
2013,Tešanj,Total,Number,Both sexes,605
2013,Tešanj,Total,Number,M,271
2013,Tešanj,Total,Number,F,334
2013,Tomislavgrad,Total,Number,Both sexes,844
2013,Tomislavgrad,Total,Number,M,382
2013,Tomislavgrad,Total,Number,F,462
2013,Travnik,Total,Number,Both sexes,417
2013,Travnik,Total,Number,M,184
2013,Travnik,Total,Number,F,233
2013,Trebinje,Total,Number,Both sexes,834
2013,Trebinje,Total,Number,M,364
2013,Trebinje,Total,Number,F,470
2013,Trnovo - FBiH,Total,Number,Both sexes,241
2013,Trnovo - FBiH,Total,Number,M,95
2013,Trnovo - FBiH,Total,Number,F,146
2013,Trnovo - RS,Total,Number,Both sexes,1377
2013,Trnovo - RS,Total,Number,M,634
2013,Trnovo - RS,Total,Number,F,743
2013,Tuzla,Total,Number,Both sexes,4381
2013,Tuzla,Total,Number,M,1956
2013,Tuzla,Total,Number,F,2425
2013,Ugljevik,Total,Number,Both sexes,2406
2013,Ugljevik,Total,Number,M,1083
2013,Ugljevik,Total,Number,F,1323
2013,Usora,Total,Number,Both sexes,1005
2013,Usora,Total,Number,M,455
2013,Usora,Total,Number,F,550
2013,Vareš,Total,Number,Both sexes,2068
2013,Vareš,Total,Number,M,906
2013,Vareš,Total,Number,F,1162
2013,Velika Kladuša,Total,Number,Both sexes,7415
2013,Velika Kladuša,Total,Number,M,3177
2013,Velika Kladuša,Total,Number,F,4238
2013,Visoko,Total,Number,Both sexes,521
2013,Visoko,Total,Number,M,209
2013,Visoko,Total,Number,F,312
2013,Višegrad,Total,Number,Both sexes,142
2013,Višegrad,Total,Number,M,54
2013,Višegrad,Total,Number,F,88
2013,Vitez,Total,Number,Both sexes,2168
2013,Vitez,Total,Number,M,913
2013,Vitez,Total,Number,F,1255
2013,Vlasenica,Total,Number,Both sexes,4756
2013,Vlasenica,Total,Number,M,2060
2013,Vlasenica,Total,Number,F,2696
2013,Sarajevo - Vogošća,Total,Number,Both sexes,524
2013,Sarajevo - Vogošća,Total,Number,M,228
2013,Sarajevo - Vogošća,Total,Number,F,296
2013,Vukosavlje,Total,Number,Both sexes,881
2013,Vukosavlje,Total,Number,M,382
2013,Vukosavlje,Total,Number,F,499
2013,Zavidovići,Total,Number,Both sexes,454
2013,Zavidovići,Total,Number,M,180
2013,Zavidovići,Total,Number,F,274
2013,Zenica,Total,Number,Both sexes,217
2013,Zenica,Total,Number,M,97
2013,Zenica,Total,Number,F,120
2013,Zvornik,Total,Number,Both sexes,647
2013,Zvornik,Total,Number,M,248
2013,Zvornik,Total,Number,F,399
2013,Žepče,Total,Number,Both sexes,3359
2013,Žepče,Total,Number,M,1459
2013,Žepče,Total,Number,F,1900
2013,Živinice,Total,Number,Both sexes,556
2013,Živinice,Total,Number,M,245
2013,Živinice,Total,Number,F,311
2013,Banja Luka,0-4,Number,Both sexes,796
2013,Banja Luka,0-4,Number,M,330
2013,Banja Luka,0-4,Number,F,466
2013,Banovići,0-4,Number,Both sexes,1210
2013,Banovići,0-4,Number,M,534
2013,Banovići,0-4,Number,F,676
2013,Berkovići,0-4,Number,Both sexes,516
2013,Berkovići,0-4,Number,M,217
2013,Berkovići,0-4,Number,F,299
2013,Bihać,0-4,Number,Both sexes,430
2013,Bihać,0-4,Number,M,178
2013,Bihać,0-4,Number,F,252
2013,Bijeljina,0-4,Number,Both sexes,1763
2013,Bijeljina,0-4,Number,M,781
2013,Bijeljina,0-4,Number,F,982
2013,Bileća,0-4,Number,Both sexes,2572
2013,Bileća,0-4,Number,M,1045
2013,Bileća,0-4,Number,F,1527
2013,Bosanska Krupa,0-4,Number,Both sexes,255
2013,Bosanska Krupa,0-4,Number,M,99
2013,Bosanska Krupa,0-4,Number,F,156
2013,Bosanski Petrovac,0-4,Number,Both sexes,1184
2013,Bosanski Petrovac,0-4,Number,M,515
2013,Bosanski Petrovac,0-4,Number,F,669
2013,Bosansko Grahovo,0-4,Number,Both sexes,406
2013,Bosansko Grahovo,0-4,Number,M,179
2013,Bosansko Grahovo,0-4,Number,F,227
2013,Bratunac,0-4,Number,Both sexes,647
2013,Bratunac,0-4,Number,M,280
2013,Bratunac,0-4,Number,F,367
2013,Brčko,0-4,Number,Both sexes,795
2013,Brčko,0-4,Number,M,336
2013,Brčko,0-4,Number,F,459
2013,Breza,0-4,Number,Both sexes,1444
2013,Breza,0-4,Number,M,625
2013,Breza,0-4,Number,F,819
2013,Brod,0-4,Number,Both sexes,3679
2013,Brod,0-4,Number,M,1606
2013,Brod,0-4,Number,F,2073
2013,Bugojno,0-4,Number,Both sexes,355
2013,Bugojno,0-4,Number,M,157
2013,Bugojno,0-4,Number,F,198
2013,Busovača,0-4,Number,Both sexes,116
2013,Busovača,0-4,Number,M,54
2013,Busovača,0-4,Number,F,62
2013,Bužim,0-4,Number,Both sexes,68
2013,Bužim,0-4,Number,M,29
2013,Bužim,0-4,Number,F,39
2013,Cazin,0-4,Number,Both sexes,219
2013,Cazin,0-4,Number,M,93
2013,Cazin,0-4,Number,F,126
2013,Sarajevo - Centar,0-4,Number,Both sexes,414
2013,Sarajevo - Centar,0-4,Number,M,181
2013,Sarajevo - Centar,0-4,Number,F,233
2013,Čajniče,0-4,Number,Both sexes,224
2013,Čajniče,0-4,Number,M,97
2013,Čajniče,0-4,Number,F,127
2013,Čapljina,0-4,Number,Both sexes,483
2013,Čapljina,0-4,Number,M,204
2013,Čapljina,0-4,Number,F,279
2013,Čelić,0-4,Number,Both sexes,124
2013,Čelić,0-4,Number,M,54
2013,Čelić,0-4,Number,F,70
2013,Čelinac,0-4,Number,Both sexes,1052
2013,Čelinac,0-4,Number,M,421
2013,Čelinac,0-4,Number,F,631
2013,Čitluk,0-4,Number,Both sexes,456
2013,Čitluk,0-4,Number,M,200
2013,Čitluk,0-4,Number,F,256
2013,Derventa,0-4,Number,Both sexes,377
2013,Derventa,0-4,Number,M,164
2013,Derventa,0-4,Number,F,213
2013,Doboj,0-4,Number,Both sexes,294
2013,Doboj,0-4,Number,M,134
2013,Doboj,0-4,Number,F,160
2013,Doboj-Istok,0-4,Number,Both sexes,866
2013,Doboj-Istok,0-4,Number,M,361
2013,Doboj-Istok,0-4,Number,F,505
2013,Doboj-Jug,0-4,Number,Both sexes,732
2013,Doboj-Jug,0-4,Number,M,308
2013,Doboj-Jug,0-4,Number,F,424
2013,Dobretići,0-4,Number,Both sexes,1617
2013,Dobretići,0-4,Number,M,681
2013,Dobretići,0-4,Number,F,936
2013,Domaljevac-Šamac,0-4,Number,Both sexes,1350
2013,Domaljevac-Šamac,0-4,Number,M,599
2013,Domaljevac-Šamac,0-4,Number,F,751
2013,Donji Vakuf,0-4,Number,Both sexes,2391
2013,Donji Vakuf,0-4,Number,M,1059
2013,Donji Vakuf,0-4,Number,F,1332
2013,Donji Žabar,0-4,Number,Both sexes,790
2013,Donji Žabar,0-4,Number,M,369
2013,Donji Žabar,0-4,Number,F,421
2013,Drvar,0-4,Number,Both sexes,662
2013,Drvar,0-4,Number,M,289
2013,Drvar,0-4,Number,F,373
2013,Foča - FBiH,0-4,Number,Both sexes,185
2013,Foča - FBiH,0-4,Number,M,72
2013,Foča - FBiH,0-4,Number,F,113
2013,Foča - RS,0-4,Number,Both sexes,2175
2013,Foča - RS,0-4,Number,M,911
2013,Foča - RS,0-4,Number,F,1264
2013,Fojnica,0-4,Number,Both sexes,593
2013,Fojnica,0-4,Number,M,218
2013,Fojnica,0-4,Number,F,375
2013,Gacko,0-4,Number,Both sexes,607
2013,Gacko,0-4,Number,M,253
2013,Gacko,0-4,Number,F,354
2013,Glamoč,0-4,Number,Both sexes,2
2013,Glamoč,0-4,Number,M,1
2013,Glamoč,0-4,Number,F,1
2013,Goražde,0-4,Number,Both sexes,24
2013,Goražde,0-4,Number,M,10
2013,Goražde,0-4,Number,F,14
2013,Gornji Vakuf-Uskoplje,0-4,Number,Both sexes,77
2013,Gornji Vakuf-Uskoplje,0-4,Number,M,33
2013,Gornji Vakuf-Uskoplje,0-4,Number,F,44
2013,Gračanica,0-4,Number,Both sexes,491
2013,Gračanica,0-4,Number,M,197
2013,Gračanica,0-4,Number,F,294
2013,Gradačac,0-4,Number,Both sexes,342
2013,Gradačac,0-4,Number,M,139
2013,Gradačac,0-4,Number,F,203
2013,Gradiška,0-4,Number,Both sexes,991
2013,Gradiška,0-4,Number,M,403
2013,Gradiška,0-4,Number,F,588
2013,Grude,0-4,Number,Both sexes,45
2013,Grude,0-4,Number,M,19
2013,Grude,0-4,Number,F,26
2013,Sarajevo - Hadžići,0-4,Number,Both sexes,1234
2013,Sarajevo - Hadžići,0-4,Number,M,559
2013,Sarajevo - Hadžići,0-4,Number,F,675
2013,Han Pijesak,0-4,Number,Both sexes,814
2013,Han Pijesak,0-4,Number,M,363
2013,Han Pijesak,0-4,Number,F,451
2013,Sarajevo - Ilidža,0-4,Number,Both sexes,151
2013,Sarajevo - Ilidža,0-4,Number,M,56
2013,Sarajevo - Ilidža,0-4,Number,F,95
2013,Sarajevo - Ilijaš,0-4,Number,Both sexes,791
2013,Sarajevo - Ilijaš,0-4,Number,M,327
2013,Sarajevo - Ilijaš,0-4,Number,F,464
2013,Istočna Ilidža,0-4,Number,Both sexes,337
2013,Istočna Ilidža,0-4,Number,M,156
2013,Istočna Ilidža,0-4,Number,F,181
2013,Istočni Drvar,0-4,Number,Both sexes,584
2013,Istočni Drvar,0-4,Number,M,255
2013,Istočni Drvar,0-4,Number,F,329
2013,Istočni Mostar,0-4,Number,Both sexes,472
2013,Istočni Mostar,0-4,Number,M,213
2013,Istočni Mostar,0-4,Number,F,259
2013,Istočni Stari Grad,0-4,Number,Both sexes,1181
2013,Istočni Stari Grad,0-4,Number,M,521
2013,Istočni Stari Grad,0-4,Number,F,660
2013,Istočno Novo Sarajevo,0-4,Number,Both sexes,249
2013,Istočno Novo Sarajevo,0-4,Number,M,108
2013,Istočno Novo Sarajevo,0-4,Number,F,141
2013,Jablanica,0-4,Number,Both sexes,700
2013,Jablanica,0-4,Number,M,301
2013,Jablanica,0-4,Number,F,399
2013,Jajce,0-4,Number,Both sexes,1093
2013,Jajce,0-4,Number,M,433
2013,Jajce,0-4,Number,F,660
2013,Jezero,0-4,Number,Both sexes,254
2013,Jezero,0-4,Number,M,99
2013,Jezero,0-4,Number,F,155
2013,Kakanj,0-4,Number,Both sexes,99
2013,Kakanj,0-4,Number,M,42
2013,Kakanj,0-4,Number,F,57
2013,Kalesija,0-4,Number,Both sexes,229
2013,Kalesija,0-4,Number,M,103
2013,Kalesija,0-4,Number,F,126
2013,Kalinovik,0-4,Number,Both sexes,44
2013,Kalinovik,0-4,Number,M,18
2013,Kalinovik,0-4,Number,F,26
2013,Kiseljak,0-4,Number,Both sexes,1509
2013,Kiseljak,0-4,Number,M,687
2013,Kiseljak,0-4,Number,F,822
2013,Kladanj,0-4,Number,Both sexes,1582
2013,Kladanj,0-4,Number,M,701
2013,Kladanj,0-4,Number,F,881
2013,Ključ,0-4,Number,Both sexes,720
2013,Ključ,0-4,Number,M,300
2013,Ključ,0-4,Number,F,420
2013,Kneževo,0-4,Number,Both sexes,1739
2013,Kneževo,0-4,Number,M,736
2013,Kneževo,0-4,Number,F,1003
2013,Konjic,0-4,Number,Both sexes,162
2013,Konjic,0-4,Number,M,68
2013,Konjic,0-4,Number,F,94
2013,Kostajnica,0-4,Number,Both sexes,1242
2013,Kostajnica,0-4,Number,M,548
2013,Kostajnica,0-4,Number,F,694
2013,Kotor Varoš,0-4,Number,Both sexes,776
2013,Kotor Varoš,0-4,Number,M,320
2013,Kotor Varoš,0-4,Number,F,456
2013,Kozarska Dubica,0-4,Number,Both sexes,261
2013,Kozarska Dubica,0-4,Number,M,106
2013,Kozarska Dubica,0-4,Number,F,155
2013,Kreševo,0-4,Number,Both sexes,1318
2013,Kreševo,0-4,Number,M,583
2013,Kreševo,0-4,Number,F,735
2013,Krupa Na Uni,0-4,Number,Both sexes,4493
2013,Krupa Na Uni,0-4,Number,M,1846
2013,Krupa Na Uni,0-4,Number,F,2647
2013,Kupres - FBiH,0-4,Number,Both sexes,797
2013,Kupres - FBiH,0-4,Number,M,346
2013,Kupres - FBiH,0-4,Number,F,451
2013,Kupres - RS,0-4,Number,Both sexes,178
2013,Kupres - RS,0-4,Number,M,83
2013,Kupres - RS,0-4,Number,F,95
2013,Laktaši,0-4,Number,Both sexes,681
2013,Laktaši,0-4,Number,M,275
2013,Laktaši,0-4,Number,F,406
2013,Livno,0-4,Number,Both sexes,1247
2013,Livno,0-4,Number,M,542
2013,Livno,0-4,Number,F,705
2013,Lopare,0-4,Number,Both sexes,4430
2013,Lopare,0-4,Number,M,1847
2013,Lopare,0-4,Number,F,2583
2013,Lukavac,0-4,Number,Both sexes,693
2013,Lukavac,0-4,Number,M,279
2013,Lukavac,0-4,Number,F,414
2013,Ljubinje,0-4,Number,Both sexes,135
2013,Ljubinje,0-4,Number,M,54
2013,Ljubinje,0-4,Number,F,81
2013,Ljubuški,0-4,Number,Both sexes,2634
2013,Ljubuški,0-4,Number,M,1020
2013,Ljubuški,0-4,Number,F,1614
2013,Maglaj,0-4,Number,Both sexes,940
2013,Maglaj,0-4,Number,M,426
2013,Maglaj,0-4,Number,F,514
2013,Milići,0-4,Number,Both sexes,349
2013,Milići,0-4,Number,M,138
2013,Milići,0-4,Number,F,211
2013,Modriča,0-4,Number,Both sexes,775
2013,Modriča,0-4,Number,M,313
2013,Modriča,0-4,Number,F,462
2013,Mostar,0-4,Number,Both sexes,209
2013,Mostar,0-4,Number,M,95
2013,Mostar,0-4,Number,F,114
2013,Mrkonjić Grad,0-4,Number,Both sexes,171
2013,Mrkonjić Grad,0-4,Number,M,65
2013,Mrkonjić Grad,0-4,Number,F,106
2013,Neum,0-4,Number,Both sexes,52
2013,Neum,0-4,Number,M,28
2013,Neum,0-4,Number,F,24
2013,Nevesinje,0-4,Number,Both sexes,962
2013,Nevesinje,0-4,Number,M,394
2013,Nevesinje,0-4,Number,F,568
2013,Novi Grad,0-4,Number,Both sexes,341
2013,Novi Grad,0-4,Number,M,141
2013,Novi Grad,0-4,Number,F,200
2013,Sarajevo - Novi Grad,0-4,Number,Both sexes,25
2013,Sarajevo - Novi Grad,0-4,Number,M,9
2013,Sarajevo - Novi Grad,0-4,Number,F,16
2013,Novi Travnik,0-4,Number,Both sexes,425
2013,Novi Travnik,0-4,Number,M,180
2013,Novi Travnik,0-4,Number,F,245
2013,Novo Goražde,0-4,Number,Both sexes,669
2013,Novo Goražde,0-4,Number,M,309
2013,Novo Goražde,0-4,Number,F,360
2013,Sarajevo - Novo Sarajevo,0-4,Number,Both sexes,4134
2013,Sarajevo - Novo Sarajevo,0-4,Number,M,1730
2013,Sarajevo - Novo Sarajevo,0-4,Number,F,2404
2013,Odžak,0-4,Number,Both sexes,2047
2013,Odžak,0-4,Number,M,918
2013,Odžak,0-4,Number,F,1129
2013,Olovo,0-4,Number,Both sexes,530
2013,Olovo,0-4,Number,M,232
2013,Olovo,0-4,Number,F,298
2013,Orašje,0-4,Number,Both sexes,173
2013,Orašje,0-4,Number,M,90
2013,Orašje,0-4,Number,F,83
2013,Osmaci,0-4,Number,Both sexes,372
2013,Osmaci,0-4,Number,M,153
2013,Osmaci,0-4,Number,F,219
2013,Oštra Luka,0-4,Number,Both sexes,601
2013,Oštra Luka,0-4,Number,M,263
2013,Oštra Luka,0-4,Number,F,338
2013,Pale - FBiH,0-4,Number,Both sexes,446
2013,Pale - FBiH,0-4,Number,M,198
2013,Pale - FBiH,0-4,Number,F,248
2013,Pale - RS,0-4,Number,Both sexes,1403
2013,Pale - RS,0-4,Number,M,604
2013,Pale - RS,0-4,Number,F,799
2013,Pelagićevo,0-4,Number,Both sexes,278
2013,Pelagićevo,0-4,Number,M,117
2013,Pelagićevo,0-4,Number,F,161
2013,Petrovac,0-4,Number,Both sexes,546
2013,Petrovac,0-4,Number,M,249
2013,Petrovac,0-4,Number,F,297
2013,Petrovo,0-4,Number,Both sexes,997
2013,Petrovo,0-4,Number,M,459
2013,Petrovo,0-4,Number,F,538
2013,Posušje,0-4,Number,Both sexes,472
2013,Posušje,0-4,Number,M,167
2013,Posušje,0-4,Number,F,305
2013,Prijedor,0-4,Number,Both sexes,1259
2013,Prijedor,0-4,Number,M,548
2013,Prijedor,0-4,Number,F,711
2013,Prnjavor,0-4,Number,Both sexes,1568
2013,Prnjavor,0-4,Number,M,635
2013,Prnjavor,0-4,Number,F,933
2013,Prozor,0-4,Number,Both sexes,578
2013,Prozor,0-4,Number,M,243
2013,Prozor,0-4,Number,F,335
2013,Ravno,0-4,Number,Both sexes,986
2013,Ravno,0-4,Number,M,417
2013,Ravno,0-4,Number,F,569
2013,Ribnik,0-4,Number,Both sexes,281
2013,Ribnik,0-4,Number,M,123
2013,Ribnik,0-4,Number,F,158
2013,Rogatica,0-4,Number,Both sexes,423
2013,Rogatica,0-4,Number,M,176
2013,Rogatica,0-4,Number,F,247
2013,Rudo,0-4,Number,Both sexes,1227
2013,Rudo,0-4,Number,M,535
2013,Rudo,0-4,Number,F,692
2013,Sanski Most,0-4,Number,Both sexes,224
2013,Sanski Most,0-4,Number,M,96
2013,Sanski Most,0-4,Number,F,128
2013,Sapna,0-4,Number,Both sexes,1870
2013,Sapna,0-4,Number,M,780
2013,Sapna,0-4,Number,F,1090
2013,Sokolac,0-4,Number,Both sexes,1134
2013,Sokolac,0-4,Number,M,507
2013,Sokolac,0-4,Number,F,627
2013,Srbac,0-4,Number,Both sexes,1276
2013,Srbac,0-4,Number,M,573
2013,Srbac,0-4,Number,F,703
2013,Srebrenica,0-4,Number,Both sexes,1881
2013,Srebrenica,0-4,Number,M,803
2013,Srebrenica,0-4,Number,F,1078
2013,Srebrenik,0-4,Number,Both sexes,1365
2013,Srebrenik,0-4,Number,M,583
2013,Srebrenik,0-4,Number,F,782
2013,Sarajevo - Stari Grad,0-4,Number,Both sexes,113
2013,Sarajevo - Stari Grad,0-4,Number,M,52
2013,Sarajevo - Stari Grad,0-4,Number,F,61
2013,Stolac,0-4,Number,Both sexes,122
2013,Stolac,0-4,Number,M,46
2013,Stolac,0-4,Number,F,76
2013,Šamac,0-4,Number,Both sexes,4824
2013,Šamac,0-4,Number,M,1996
2013,Šamac,0-4,Number,F,2828
2013,Šekovići,0-4,Number,Both sexes,675
2013,Šekovići,0-4,Number,M,303
2013,Šekovići,0-4,Number,F,372
2013,Šipovo,0-4,Number,Both sexes,321
2013,Šipovo,0-4,Number,M,125
2013,Šipovo,0-4,Number,F,196
2013,Široki Brijeg,0-4,Number,Both sexes,514
2013,Široki Brijeg,0-4,Number,M,191
2013,Široki Brijeg,0-4,Number,F,323
2013,Teočak,0-4,Number,Both sexes,1141
2013,Teočak,0-4,Number,M,474
2013,Teočak,0-4,Number,F,667
2013,Teslić,0-4,Number,Both sexes,1431
2013,Teslić,0-4,Number,M,649
2013,Teslić,0-4,Number,F,782
2013,Tešanj,0-4,Number,Both sexes,575
2013,Tešanj,0-4,Number,M,235
2013,Tešanj,0-4,Number,F,340
2013,Tomislavgrad,0-4,Number,Both sexes,841
2013,Tomislavgrad,0-4,Number,M,332
2013,Tomislavgrad,0-4,Number,F,509
2013,Travnik,0-4,Number,Both sexes,343
2013,Travnik,0-4,Number,M,134
2013,Travnik,0-4,Number,F,209
2013,Trebinje,0-4,Number,Both sexes,721
2013,Trebinje,0-4,Number,M,310
2013,Trebinje,0-4,Number,F,411
2013,Trnovo - FBiH,0-4,Number,Both sexes,242
2013,Trnovo - FBiH,0-4,Number,M,114
2013,Trnovo - FBiH,0-4,Number,F,128
2013,Trnovo - RS,0-4,Number,Both sexes,1028
2013,Trnovo - RS,0-4,Number,M,463
2013,Trnovo - RS,0-4,Number,F,565
2013,Tuzla,0-4,Number,Both sexes,3858
2013,Tuzla,0-4,Number,M,1646
2013,Tuzla,0-4,Number,F,2212
2013,Ugljevik,0-4,Number,Both sexes,2025
2013,Ugljevik,0-4,Number,M,853
2013,Ugljevik,0-4,Number,F,1172
2013,Usora,0-4,Number,Both sexes,891
2013,Usora,0-4,Number,M,370
2013,Usora,0-4,Number,F,521
2013,Vareš,0-4,Number,Both sexes,1513
2013,Vareš,0-4,Number,M,682
2013,Vareš,0-4,Number,F,831
2013,Velika Kladuša,0-4,Number,Both sexes,6357
2013,Velika Kladuša,0-4,Number,M,2649
2013,Velika Kladuša,0-4,Number,F,3708
2013,Visoko,0-4,Number,Both sexes,418
2013,Visoko,0-4,Number,M,157
2013,Visoko,0-4,Number,F,261
2013,Višegrad,0-4,Number,Both sexes,130
2013,Višegrad,0-4,Number,M,57
2013,Višegrad,0-4,Number,F,73
2013,Vitez,0-4,Number,Both sexes,1673
2013,Vitez,0-4,Number,M,644
2013,Vitez,0-4,Number,F,1029
2013,Vlasenica,0-4,Number,Both sexes,4256
2013,Vlasenica,0-4,Number,M,1803
2013,Vlasenica,0-4,Number,F,2453
2013,Sarajevo - Vogošća,0-4,Number,Both sexes,453
2013,Sarajevo - Vogošća,0-4,Number,M,184
2013,Sarajevo - Vogošća,0-4,Number,F,269
2013,Vukosavlje,0-4,Number,Both sexes,695
2013,Vukosavlje,0-4,Number,M,275
2013,Vukosavlje,0-4,Number,F,420
2013,Zavidovići,0-4,Number,Both sexes,489
2013,Zavidovići,0-4,Number,M,201
2013,Zavidovići,0-4,Number,F,288
2013,Zenica,0-4,Number,Both sexes,214
2013,Zenica,0-4,Number,M,93
2013,Zenica,0-4,Number,F,121
2013,Zvornik,0-4,Number,Both sexes,534
2013,Zvornik,0-4,Number,M,172
2013,Zvornik,0-4,Number,F,362
2013,Žepče,0-4,Number,Both sexes,2863
2013,Žepče,0-4,Number,M,1143
2013,Žepče,0-4,Number,F,1720
2013,Živinice,0-4,Number,Both sexes,396
2013,Živinice,0-4,Number,M,168
2013,Živinice,0-4,Number,F,228
2013,Banja Luka,5-9,Number,Both sexes,591
2013,Banja Luka,5-9,Number,M,213
2013,Banja Luka,5-9,Number,F,378
2013,Banovići,5-9,Number,Both sexes,843
2013,Banovići,5-9,Number,M,348
2013,Banovići,5-9,Number,F,495
2013,Berkovići,5-9,Number,Both sexes,433
2013,Berkovići,5-9,Number,M,201
2013,Berkovići,5-9,Number,F,232
2013,Bihać,5-9,Number,Both sexes,284
2013,Bihać,5-9,Number,M,124
2013,Bihać,5-9,Number,F,160
2013,Bijeljina,5-9,Number,Both sexes,1116
2013,Bijeljina,5-9,Number,M,438
2013,Bijeljina,5-9,Number,F,678
2013,Bileća,5-9,Number,Both sexes,2282
2013,Bileća,5-9,Number,M,919
2013,Bileća,5-9,Number,F,1363
2013,Bosanska Krupa,5-9,Number,Both sexes,229
2013,Bosanska Krupa,5-9,Number,M,87
2013,Bosanska Krupa,5-9,Number,F,142
2013,Bosanski Petrovac,5-9,Number,Both sexes,1115
2013,Bosanski Petrovac,5-9,Number,M,447
2013,Bosanski Petrovac,5-9,Number,F,668
2013,Bosansko Grahovo,5-9,Number,Both sexes,369
2013,Bosansko Grahovo,5-9,Number,M,150
2013,Bosansko Grahovo,5-9,Number,F,219
2013,Bratunac,5-9,Number,Both sexes,497
2013,Bratunac,5-9,Number,M,190
