SEX,CAUSE_OF_DEATH,Year,UNIT_MEASURE,Value
M,total,2019,NUMBER,19
F,infectious_and_parasitic,2019,NUMBER,862
F,neoplasms,2019,NUMBER,66
F,diseases_of_the_blood,2019,NUMBER,157
F,endocrine_metabolic_and_nutritional,2019,NUMBER,1
F,mental_and_behavioural_disorders,2019,NUMBER,16007
F,diseases_of_the_nervous,2019,NUMBER,817
F,diseases_of_the_eye,2019,NUMBER,820
F,diseases_of_the_circulatory,2019,NUMBER,17
F,diseases_of_the_respiratory,2019,NUMBER,10
F,diseases_of_the_digestive,2019,NUMBER,219
F,diseases_of_the_skin,2019,NUMBER,3
F,diseases_of_the_musculoskeletal,2019,NUMBER,226
F,diseases_of_the_genitourinary,2019,NUMBER,56
F,pregnancy_childbirth_and_the,2019,NUMBER,2983
F,certain_conditions_originating,2019,NUMBER,984
F,congenital_malformations_deformations,2019,NUMBER,242
F,symptoms_signs_and_abnormal,2019,NUMBER,1
F,injuries_poisoning_and_consequences,2019,NUMBER,1790
F,external_causes_of_mortality,2019,NUMBER,30831
F,factors_influencing_health_status,2019,NUMBER,160
F,unknown,2019,NUMBER,3201
F,total,2019,NUMBER,11
