Year,Spol,CAUSE_OF_DEATH,UNIT_MEASURE,Value
2018,Žene,injuries_poisoning_and_consequences,Broj,242
2018,Žene,external_causes_of_mortality,Broj,2
2018,Žene,unknown,Broj,223
2018,Žene,Ukupno,Broj,18737
2019,Oba spola,infectious_and_parasitic,Broj,451
2019,Oba spola,neoplasms,Broj,8053
2019,Oba spola,diseases_of_the_blood,Broj,90
2019,Oba spola,endocrine_metabolic_and_nutritional,Broj,1925
2019,Oba spola,mental_and_behavioural_disorders,Broj,290
2019,Oba spola,diseases_of_the_nervous,Broj,388
2019,Oba spola,diseases_of_the_eye,Broj,9
2019,Oba spola,diseases_of_the_circulatory,Broj,18939
2019,Oba spola,diseases_of_the_respiratory,Broj,1946
2019,Oba spola,diseases_of_the_digestive,Broj,1043
2019,Oba spola,diseases_of_the_skin,Broj,43
2019,Oba spola,diseases_of_the_musculoskeletal,Broj,57
2019,Oba spola,diseases_of_the_genitourinary,Broj,600
2019,Oba spola,pregnancy_childbirth_and_the,Broj,3
2019,Oba spola,certain_conditions_originating,Broj,130
2019,Oba spola,congenital_malformations_deformations,Broj,30
2019,Oba spola,symptoms_signs_and_abnormal,Broj,3312
2019,Oba spola,injuries_poisoning_and_consequences,Broj,918
2019,Oba spola,external_causes_of_mortality,Broj,9
2019,Oba spola,factors_influencing_health_status,Broj,10
2019,Oba spola,unknown,Broj,583
2019,Oba spola,Ukupno,Broj,38829
2019,Muškarci,infectious_and_parasitic,Broj,241
2019,Muškarci,neoplasms,Broj,4606
2019,Muškarci,diseases_of_the_blood,Broj,30
2019,Muškarci,endocrine_metabolic_and_nutritional,Broj,806
2019,Muškarci,mental_and_behavioural_disorders,Broj,153
2019,Muškarci,diseases_of_the_nervous,Broj,202
2019,Muškarci,diseases_of_the_eye,Broj,3
2019,Muškarci,diseases_of_the_circulatory,Broj,8848
2019,Muškarci,diseases_of_the_respiratory,Broj,1076
2019,Muškarci,diseases_of_the_digestive,Broj,603
2019,Muškarci,diseases_of_the_skin,Broj,17
2019,Muškarci,diseases_of_the_musculoskeletal,Broj,15
2019,Muškarci,diseases_of_the_genitourinary,Broj,314
2019,Muškarci,certain_conditions_originating,Broj,70
2019,Muškarci,congenital_malformations_deformations,Broj,11
2019,Muškarci,symptoms_signs_and_abnormal,Broj,1727
2019,Muškarci,injuries_poisoning_and_consequences,Broj,701
2019,Muškarci,external_causes_of_mortality,Broj,8
2019,Muškarci,factors_influencing_health_status,Broj,7
2019,Muškarci,unknown,Broj,349
2019,Muškarci,Ukupno,Broj,19787
2019,Žene,infectious_and_parasitic,Broj,210
2019,Žene,neoplasms,Broj,3447
2019,Žene,diseases_of_the_blood,Broj,60
2019,Žene,endocrine_metabolic_and_nutritional,Broj,1119
2019,Žene,mental_and_behavioural_disorders,Broj,137
2019,Žene,diseases_of_the_nervous,Broj,186
2019,Žene,diseases_of_the_eye,Broj,6
2019,Žene,diseases_of_the_circulatory,Broj,10091
2019,Žene,diseases_of_the_respiratory,Broj,870
2019,Žene,diseases_of_the_digestive,Broj,440
2019,Žene,diseases_of_the_skin,Broj,26
2019,Žene,diseases_of_the_musculoskeletal,Broj,42
2019,Žene,diseases_of_the_genitourinary,Broj,286
2019,Žene,pregnancy_childbirth_and_the,Broj,3
2019,Žene,certain_conditions_originating,Broj,60
2019,Žene,congenital_malformations_deformations,Broj,19
2019,Žene,symptoms_signs_and_abnormal,Broj,1585
2019,Žene,injuries_poisoning_and_consequences,Broj,217
2019,Žene,external_causes_of_mortality,Broj,1
2019,Žene,factors_influencing_health_status,Broj,3
2019,Žene,unknown,Broj,234
2019,Žene,Ukupno,Broj,19042
