Year,UNIT_MEASURE,Municipality,Sex,AGE,Value
2013,Number,Šekovići,F,60-64,313
2013,Number,Šipovo,Both sexes,60-64,792
2013,Number,Šipovo,M,60-64,387
2013,Number,Šipovo,F,60-64,405
2013,Number,Široki Brijeg,Both sexes,60-64,1204
2013,Number,Široki Brijeg,M,60-64,596
2013,Number,Široki Brijeg,F,60-64,608
2013,Number,Teočak,Both sexes,60-64,413
2013,Number,Teočak,M,60-64,215
2013,Number,Teočak,F,60-64,198
2013,Number,Teslić,Both sexes,60-64,2813
2013,Number,Teslić,M,60-64,1307
2013,Number,Teslić,F,60-64,1506
2013,Number,Tešanj,Both sexes,60-64,2276
2013,Number,Tešanj,M,60-64,1060
2013,Number,Tešanj,F,60-64,1216
2013,Number,Tomislavgrad,Both sexes,60-64,1665
2013,Number,Tomislavgrad,M,60-64,869
2013,Number,Tomislavgrad,F,60-64,796
2013,Number,Travnik,Both sexes,60-64,3073
2013,Number,Travnik,M,60-64,1450
2013,Number,Travnik,F,60-64,1623
2013,Number,Trebinje,Both sexes,60-64,2129
2013,Number,Trebinje,M,60-64,1016
2013,Number,Trebinje,F,60-64,1113
2013,Number,Trnovo - FBiH,Both sexes,60-64,194
2013,Number,Trnovo - FBiH,M,60-64,86
2013,Number,Trnovo - FBiH,F,60-64,108
2013,Number,Trnovo - RS,Both sexes,60-64,171
2013,Number,Trnovo - RS,M,60-64,80
2013,Number,Trnovo - RS,F,60-64,91
2013,Number,Tuzla,Both sexes,60-64,7796
2013,Number,Tuzla,M,60-64,3531
2013,Number,Tuzla,F,60-64,4265
2013,Number,Ugljevik,Both sexes,60-64,1006
2013,Number,Ugljevik,M,60-64,530
2013,Number,Ugljevik,F,60-64,476
2013,Number,Usora,Both sexes,60-64,338
2013,Number,Usora,M,60-64,157
2013,Number,Usora,F,60-64,181
2013,Number,Vareš,Both sexes,60-64,643
2013,Number,Vareš,M,60-64,290
2013,Number,Vareš,F,60-64,353
2013,Number,Velika Kladuša,Both sexes,60-64,1850
2013,Number,Velika Kladuša,M,60-64,840
2013,Number,Velika Kladuša,F,60-64,1010
2013,Number,Visoko,Both sexes,60-64,2485
2013,Number,Visoko,M,60-64,1147
2013,Number,Visoko,F,60-64,1338
2013,Number,Višegrad,Both sexes,60-64,956
2013,Number,Višegrad,M,60-64,439
2013,Number,Višegrad,F,60-64,517
2013,Number,Vitez,Both sexes,60-64,1318
2013,Number,Vitez,M,60-64,603
2013,Number,Vitez,F,60-64,715
2013,Number,Vlasenica,Both sexes,60-64,841
2013,Number,Vlasenica,M,60-64,391
2013,Number,Vlasenica,F,60-64,450
2013,Number,Sarajevo - Vogošća,Both sexes,60-64,1540
2013,Number,Sarajevo - Vogošća,M,60-64,680
2013,Number,Sarajevo - Vogošća,F,60-64,860
2013,Number,Vukosavlje,Both sexes,60-64,262
2013,Number,Vukosavlje,M,60-64,121
2013,Number,Vukosavlje,F,60-64,141
2013,Number,Zavidovići,Both sexes,60-64,2081
2013,Number,Zavidovići,M,60-64,990
2013,Number,Zavidovići,F,60-64,1091
2013,Number,Zenica,Both sexes,60-64,6585
2013,Number,Zenica,M,60-64,3179
2013,Number,Zenica,F,60-64,3406
2013,Number,Zvornik,Both sexes,60-64,3928
2013,Number,Zvornik,M,60-64,1901
2013,Number,Zvornik,F,60-64,2027
2013,Number,Žepče,Both sexes,60-64,1469
2013,Number,Žepče,M,60-64,705
2013,Number,Žepče,F,60-64,764
2013,Number,Živinice,Both sexes,60-64,3096
2013,Number,Živinice,M,60-64,1460
2013,Number,Živinice,F,60-64,1636
2013,Number,Banja Luka,Both sexes,65-69,9075
2013,Number,Banja Luka,M,65-69,4227
2013,Number,Banja Luka,F,65-69,4848
2013,Number,Banovići,Both sexes,65-69,782
2013,Number,Banovići,M,65-69,364
2013,Number,Banovići,F,65-69,418
2013,Number,Berkovići,Both sexes,65-69,124
2013,Number,Berkovići,M,65-69,53
2013,Number,Berkovići,F,65-69,71
2013,Number,Bihać,Both sexes,65-69,2228
2013,Number,Bihać,M,65-69,996
2013,Number,Bihać,F,65-69,1232
2013,Number,Bijeljina,Both sexes,65-69,5323
2013,Number,Bijeljina,M,65-69,2475
2013,Number,Bijeljina,F,65-69,2848
2013,Number,Bileća,Both sexes,65-69,550
2013,Number,Bileća,M,65-69,236
2013,Number,Bileća,F,65-69,314
2013,Number,Bosanska Krupa,Both sexes,65-69,991
2013,Number,Bosanska Krupa,M,65-69,439
2013,Number,Bosanska Krupa,F,65-69,552
2013,Number,Bosanski Petrovac,Both sexes,65-69,414
2013,Number,Bosanski Petrovac,M,65-69,182
2013,Number,Bosanski Petrovac,F,65-69,232
2013,Number,Bosansko Grahovo,Both sexes,65-69,186
2013,Number,Bosansko Grahovo,M,65-69,82
2013,Number,Bosansko Grahovo,F,65-69,104
2013,Number,Bratunac,Both sexes,65-69,807
2013,Number,Bratunac,M,65-69,345
2013,Number,Bratunac,F,65-69,462
2013,Number,Brčko,Both sexes,65-69,3908
2013,Number,Brčko,M,65-69,1746
2013,Number,Brčko,F,65-69,2162
2013,Number,Breza,Both sexes,65-69,619
2013,Number,Breza,M,65-69,271
2013,Number,Breza,F,65-69,348
2013,Number,Brod,Both sexes,65-69,872
2013,Number,Brod,M,65-69,388
2013,Number,Brod,F,65-69,484
2013,Number,Bugojno,Both sexes,65-69,1165
2013,Number,Bugojno,M,65-69,517
2013,Number,Bugojno,F,65-69,648
2013,Number,Busovača,Both sexes,65-69,543
2013,Number,Busovača,M,65-69,257
2013,Number,Busovača,F,65-69,286
2013,Number,Bužim,Both sexes,65-69,498
2013,Number,Bužim,M,65-69,224
2013,Number,Bužim,F,65-69,274
2013,Number,Cazin,Both sexes,65-69,2024
2013,Number,Cazin,M,65-69,909
2013,Number,Cazin,F,65-69,1115
2013,Number,Sarajevo - Centar,Both sexes,65-69,2905
2013,Number,Sarajevo - Centar,M,65-69,1210
2013,Number,Sarajevo - Centar,F,65-69,1695
2013,Number,Čajniče,Both sexes,65-69,270
2013,Number,Čajniče,M,65-69,116
2013,Number,Čajniče,F,65-69,154
2013,Number,Čapljina,Both sexes,65-69,1004
2013,Number,Čapljina,M,65-69,430
2013,Number,Čapljina,F,65-69,574
2013,Number,Čelić,Both sexes,65-69,432
2013,Number,Čelić,M,65-69,207
2013,Number,Čelić,F,65-69,225
2013,Number,Čelinac,Both sexes,65-69,732
2013,Number,Čelinac,M,65-69,332
2013,Number,Čelinac,F,65-69,400
2013,Number,Čitluk,Both sexes,65-69,579
2013,Number,Čitluk,M,65-69,296
2013,Number,Čitluk,F,65-69,283
2013,Number,Derventa,Both sexes,65-69,1568
2013,Number,Derventa,M,65-69,709
2013,Number,Derventa,F,65-69,859
2013,Number,Doboj,Both sexes,65-69,3765
2013,Number,Doboj,M,65-69,1709
2013,Number,Doboj,F,65-69,2056
2013,Number,Doboj-Istok,Both sexes,65-69,461
2013,Number,Doboj-Istok,M,65-69,208
2013,Number,Doboj-Istok,F,65-69,253
2013,Number,Doboj-Jug,Both sexes,65-69,127
2013,Number,Doboj-Jug,M,65-69,54
2013,Number,Doboj-Jug,F,65-69,73
2013,Number,Dobretići,Both sexes,65-69,72
2013,Number,Dobretići,M,65-69,32
2013,Number,Dobretići,F,65-69,40
2013,Number,Domaljevac-Šamac,Both sexes,65-69,272
2013,Number,Domaljevac-Šamac,M,65-69,115
2013,Number,Domaljevac-Šamac,F,65-69,157
2013,Number,Donji Vakuf,Both sexes,65-69,475
2013,Number,Donji Vakuf,M,65-69,209
2013,Number,Donji Vakuf,F,65-69,266
2013,Number,Donji Žabar,Both sexes,65-69,216
2013,Number,Donji Žabar,M,65-69,92
2013,Number,Donji Žabar,F,65-69,124
2013,Number,Drvar,Both sexes,65-69,515
2013,Number,Drvar,M,65-69,220
2013,Number,Drvar,F,65-69,295
2013,Number,Foča - FBiH,Both sexes,65-69,122
2013,Number,Foča - FBiH,M,65-69,54
2013,Number,Foča - FBiH,F,65-69,68
2013,Number,Foča - RS,Both sexes,65-69,913
2013,Number,Foča - RS,M,65-69,412
2013,Number,Foča - RS,F,65-69,501
2013,Number,Fojnica,Both sexes,65-69,534
2013,Number,Fojnica,M,65-69,248
2013,Number,Fojnica,F,65-69,286
2013,Number,Gacko,Both sexes,65-69,367
2013,Number,Gacko,M,65-69,168
2013,Number,Gacko,F,65-69,199
2013,Number,Glamoč,Both sexes,65-69,270
2013,Number,Glamoč,M,65-69,111
2013,Number,Glamoč,F,65-69,159
2013,Number,Goražde,Both sexes,65-69,901
2013,Number,Goražde,M,65-69,373
2013,Number,Goražde,F,65-69,528
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,65-69,693
2013,Number,Gornji Vakuf-Uskoplje,M,65-69,307
2013,Number,Gornji Vakuf-Uskoplje,F,65-69,386
2013,Number,Gračanica,Both sexes,65-69,1965
2013,Number,Gračanica,M,65-69,900
2013,Number,Gračanica,F,65-69,1065
2013,Number,Gradačac,Both sexes,65-69,1859
2013,Number,Gradačac,M,65-69,888
2013,Number,Gradačac,F,65-69,971
2013,Number,Gradiška,Both sexes,65-69,2843
2013,Number,Gradiška,M,65-69,1327
2013,Number,Gradiška,F,65-69,1516
2013,Number,Grude,Both sexes,65-69,726
2013,Number,Grude,M,65-69,362
2013,Number,Grude,F,65-69,364
2013,Number,Sarajevo - Hadžići,Both sexes,65-69,887
2013,Number,Sarajevo - Hadžići,M,65-69,375
2013,Number,Sarajevo - Hadžići,F,65-69,512
2013,Number,Han Pijesak,Both sexes,65-69,196
2013,Number,Han Pijesak,M,65-69,70
2013,Number,Han Pijesak,F,65-69,126
2013,Number,Sarajevo - Ilidža,Both sexes,65-69,2498
2013,Number,Sarajevo - Ilidža,M,65-69,1124
2013,Number,Sarajevo - Ilidža,F,65-69,1374
2013,Number,Sarajevo - Ilijaš,Both sexes,65-69,645
2013,Number,Sarajevo - Ilijaš,M,65-69,271
2013,Number,Sarajevo - Ilijaš,F,65-69,374
2013,Number,Istočna Ilidža,Both sexes,65-69,721
2013,Number,Istočna Ilidža,M,65-69,301
2013,Number,Istočna Ilidža,F,65-69,420
2013,Number,Istočni Drvar,Both sexes,65-69,1
2013,Number,Istočni Drvar,M,65-69,0
2013,Number,Istočni Drvar,F,65-69,1
2013,Number,Istočni Mostar,Both sexes,65-69,9
2013,Number,Istočni Mostar,M,65-69,4
2013,Number,Istočni Mostar,F,65-69,5
2013,Number,Istočni Stari Grad,Both sexes,65-69,83
2013,Number,Istočni Stari Grad,M,65-69,38
2013,Number,Istočni Stari Grad,F,65-69,45
2013,Number,Istočno Novo Sarajevo,Both sexes,65-69,493
2013,Number,Istočno Novo Sarajevo,M,65-69,205
2013,Number,Istočno Novo Sarajevo,F,65-69,288
2013,Number,Jablanica,Both sexes,65-69,375
2013,Number,Jablanica,M,65-69,172
2013,Number,Jablanica,F,65-69,203
2013,Number,Jajce,Both sexes,65-69,1071
2013,Number,Jajce,M,65-69,520
2013,Number,Jajce,F,65-69,551
2013,Number,Jezero,Both sexes,65-69,43
2013,Number,Jezero,M,65-69,22
2013,Number,Jezero,F,65-69,21
2013,Number,Kakanj,Both sexes,65-69,1354
2013,Number,Kakanj,M,65-69,622
2013,Number,Kakanj,F,65-69,732
2013,Number,Kalesija,Both sexes,65-69,1025
2013,Number,Kalesija,M,65-69,466
2013,Number,Kalesija,F,65-69,559
2013,Number,Kalinovik,Both sexes,65-69,129
2013,Number,Kalinovik,M,65-69,54
2013,Number,Kalinovik,F,65-69,75
2013,Number,Kiseljak,Both sexes,65-69,794
2013,Number,Kiseljak,M,65-69,349
2013,Number,Kiseljak,F,65-69,445
2013,Number,Kladanj,Both sexes,65-69,429
2013,Number,Kladanj,M,65-69,170
2013,Number,Kladanj,F,65-69,259
2013,Number,Ključ,Both sexes,65-69,536
2013,Number,Ključ,M,65-69,239
2013,Number,Ključ,F,65-69,297
2013,Number,Kneževo,Both sexes,65-69,571
2013,Number,Kneževo,M,65-69,263
2013,Number,Kneževo,F,65-69,308
2013,Number,Konjic,Both sexes,65-69,1170
2013,Number,Konjic,M,65-69,496
2013,Number,Konjic,F,65-69,674
2013,Number,Kostajnica,Both sexes,65-69,248
2013,Number,Kostajnica,M,65-69,124
2013,Number,Kostajnica,F,65-69,124
2013,Number,Kotor Varoš,Both sexes,65-69,859
2013,Number,Kotor Varoš,M,65-69,362
2013,Number,Kotor Varoš,F,65-69,497
2013,Number,Kozarska Dubica,Both sexes,65-69,919
2013,Number,Kozarska Dubica,M,65-69,416
2013,Number,Kozarska Dubica,F,65-69,503
2013,Number,Kreševo,Both sexes,65-69,203
2013,Number,Kreševo,M,65-69,85
2013,Number,Kreševo,F,65-69,118
2013,Number,Krupa Na Uni,Both sexes,65-69,90
2013,Number,Krupa Na Uni,M,65-69,51
2013,Number,Krupa Na Uni,F,65-69,39
2013,Number,Kupres - FBiH,Both sexes,65-69,155
2013,Number,Kupres - FBiH,M,65-69,74
2013,Number,Kupres - FBiH,F,65-69,81
2013,Number,Kupres - RS,Both sexes,65-69,28
2013,Number,Kupres - RS,M,65-69,13
2013,Number,Kupres - RS,F,65-69,15
2013,Number,Laktaši,Both sexes,65-69,1684
2013,Number,Laktaši,M,65-69,826
2013,Number,Laktaši,F,65-69,858
2013,Number,Livno,Both sexes,65-69,1628
2013,Number,Livno,M,65-69,800
2013,Number,Livno,F,65-69,828
2013,Number,Lopare,Both sexes,65-69,777
2013,Number,Lopare,M,65-69,370
2013,Number,Lopare,F,65-69,407
2013,Number,Lukavac,Both sexes,65-69,2022
2013,Number,Lukavac,M,65-69,882
2013,Number,Lukavac,F,65-69,1140
2013,Number,Ljubinje,Both sexes,65-69,146
2013,Number,Ljubinje,M,65-69,59
2013,Number,Ljubinje,F,65-69,87
2013,Number,Ljubuški,Both sexes,65-69,1089
2013,Number,Ljubuški,M,65-69,523
2013,Number,Ljubuški,F,65-69,566
2013,Number,Maglaj,Both sexes,65-69,970
2013,Number,Maglaj,M,65-69,450
2013,Number,Maglaj,F,65-69,520
2013,Number,Milići,Both sexes,65-69,384
2013,Number,Milići,M,65-69,182
2013,Number,Milići,F,65-69,202
2013,Number,Modriča,Both sexes,65-69,1479
2013,Number,Modriča,M,65-69,690
2013,Number,Modriča,F,65-69,789
2013,Number,Mostar,Both sexes,65-69,4386
2013,Number,Mostar,M,65-69,1877
2013,Number,Mostar,F,65-69,2509
2013,Number,Mrkonjić Grad,Both sexes,65-69,1010
2013,Number,Mrkonjić Grad,M,65-69,451
2013,Number,Mrkonjić Grad,F,65-69,559
2013,Number,Neum,Both sexes,65-69,155
2013,Number,Neum,M,65-69,73
2013,Number,Neum,F,65-69,82
2013,Number,Nevesinje,Both sexes,65-69,622
2013,Number,Nevesinje,M,65-69,246
2013,Number,Nevesinje,F,65-69,376
2013,Number,Novi Grad,Both sexes,65-69,1309
2013,Number,Novi Grad,M,65-69,582
2013,Number,Novi Grad,F,65-69,727
2013,Number,Sarajevo - Novi Grad,Both sexes,65-69,5096
2013,Number,Sarajevo - Novi Grad,M,65-69,2112
2013,Number,Sarajevo - Novi Grad,F,65-69,2984
2013,Number,Novi Travnik,Both sexes,65-69,749
2013,Number,Novi Travnik,M,65-69,301
2013,Number,Novi Travnik,F,65-69,448
2013,Number,Novo Goražde,Both sexes,65-69,147
2013,Number,Novo Goražde,M,65-69,82
2013,Number,Novo Goražde,F,65-69,65
2013,Number,Sarajevo - Novo Sarajevo,Both sexes,65-69,2828
2013,Number,Sarajevo - Novo Sarajevo,M,65-69,1112
2013,Number,Sarajevo - Novo Sarajevo,F,65-69,1716
2013,Number,Odžak,Both sexes,65-69,891
2013,Number,Odžak,M,65-69,398
2013,Number,Odžak,F,65-69,493
2013,Number,Olovo,Both sexes,65-69,416
2013,Number,Olovo,M,65-69,203
2013,Number,Olovo,F,65-69,213
2013,Number,Orašje,Both sexes,65-69,975
2013,Number,Orašje,M,65-69,452
2013,Number,Orašje,F,65-69,523
2013,Number,Osmaci,Both sexes,65-69,252
2013,Number,Osmaci,M,65-69,124
2013,Number,Osmaci,F,65-69,128
2013,Number,Oštra Luka,Both sexes,65-69,140
2013,Number,Oštra Luka,M,65-69,61
2013,Number,Oštra Luka,F,65-69,79
2013,Number,Pale - FBiH,Both sexes,65-69,48
2013,Number,Pale - FBiH,M,65-69,19
2013,Number,Pale - FBiH,F,65-69,29
2013,Number,Pale - RS,Both sexes,65-69,926
2013,Number,Pale - RS,M,65-69,395
2013,Number,Pale - RS,F,65-69,531
2013,Number,Pelagićevo,Both sexes,65-69,374
2013,Number,Pelagićevo,M,65-69,174
2013,Number,Pelagićevo,F,65-69,200
2013,Number,Petrovac,Both sexes,65-69,21
2013,Number,Petrovac,M,65-69,9
2013,Number,Petrovac,F,65-69,12
2013,Number,Petrovo,Both sexes,65-69,365
2013,Number,Petrovo,M,65-69,144
2013,Number,Petrovo,F,65-69,221
2013,Number,Posušje,Both sexes,65-69,670
2013,Number,Posušje,M,65-69,348
2013,Number,Posušje,F,65-69,322
2013,Number,Prijedor,Both sexes,65-69,4195
2013,Number,Prijedor,M,65-69,1959
2013,Number,Prijedor,F,65-69,2236
2013,Number,Prnjavor,Both sexes,65-69,2129
2013,Number,Prnjavor,M,65-69,961
2013,Number,Prnjavor,F,65-69,1168
2013,Number,Prozor,Both sexes,65-69,485
2013,Number,Prozor,M,65-69,227
2013,Number,Prozor,F,65-69,258
2013,Number,Ravno,Both sexes,65-69,134
2013,Number,Ravno,M,65-69,66
2013,Number,Ravno,F,65-69,68
2013,Number,Ribnik,Both sexes,65-69,406
2013,Number,Ribnik,M,65-69,183
2013,Number,Ribnik,F,65-69,223
2013,Number,Rogatica,Both sexes,65-69,501
2013,Number,Rogatica,M,65-69,218
2013,Number,Rogatica,F,65-69,283
2013,Number,Rudo,Both sexes,65-69,487
2013,Number,Rudo,M,65-69,228
2013,Number,Rudo,F,65-69,259
2013,Number,Sanski Most,Both sexes,65-69,1546
2013,Number,Sanski Most,M,65-69,740
2013,Number,Sanski Most,F,65-69,806
2013,Number,Sapna,Both sexes,65-69,309
2013,Number,Sapna,M,65-69,142
2013,Number,Sapna,F,65-69,167
2013,Number,Sokolac,Both sexes,65-69,581
2013,Number,Sokolac,M,65-69,257
2013,Number,Sokolac,F,65-69,324
2013,Number,Srbac,Both sexes,65-69,1013
2013,Number,Srbac,M,65-69,490
2013,Number,Srbac,F,65-69,523
2013,Number,Srebrenica,Both sexes,65-69,554
2013,Number,Srebrenica,M,65-69,224
2013,Number,Srebrenica,F,65-69,330
2013,Number,Srebrenik,Both sexes,65-69,1636
2013,Number,Srebrenik,M,65-69,736
2013,Number,Srebrenik,F,65-69,900
2013,Number,Sarajevo - Stari Grad,Both sexes,65-69,1828
2013,Number,Sarajevo - Stari Grad,M,65-69,813
2013,Number,Sarajevo - Stari Grad,F,65-69,1015
2013,Number,Stolac,Both sexes,65-69,517
2013,Number,Stolac,M,65-69,251
2013,Number,Stolac,F,65-69,266
2013,Number,Šamac,Both sexes,65-69,1058
2013,Number,Šamac,M,65-69,490
2013,Number,Šamac,F,65-69,568
2013,Number,Šekovići,Both sexes,65-69,402
2013,Number,Šekovići,M,65-69,189
2013,Number,Šekovići,F,65-69,213
2013,Number,Šipovo,Both sexes,65-69,534
2013,Number,Šipovo,M,65-69,241
2013,Number,Šipovo,F,65-69,293
2013,Number,Široki Brijeg,Both sexes,65-69,909
2013,Number,Široki Brijeg,M,65-69,448
2013,Number,Široki Brijeg,F,65-69,461
2013,Number,Teočak,Both sexes,65-69,264
2013,Number,Teočak,M,65-69,116
2013,Number,Teočak,F,65-69,148
2013,Number,Teslić,Both sexes,65-69,2102
2013,Number,Teslić,M,65-69,895
2013,Number,Teslić,F,65-69,1207
2013,Number,Tešanj,Both sexes,65-69,1528
2013,Number,Tešanj,M,65-69,717
2013,Number,Tešanj,F,65-69,811
2013,Number,Tomislavgrad,Both sexes,65-69,1194
2013,Number,Tomislavgrad,M,65-69,611
2013,Number,Tomislavgrad,F,65-69,583
2013,Number,Travnik,Both sexes,65-69,2008
2013,Number,Travnik,M,65-69,897
2013,Number,Travnik,F,65-69,1111
2013,Number,Trebinje,Both sexes,65-69,1368
2013,Number,Trebinje,M,65-69,616
2013,Number,Trebinje,F,65-69,752
2013,Number,Trnovo - FBiH,Both sexes,65-69,141
2013,Number,Trnovo - FBiH,M,65-69,70
2013,Number,Trnovo - FBiH,F,65-69,71
2013,Number,Trnovo - RS,Both sexes,65-69,117
2013,Number,Trnovo - RS,M,65-69,37
2013,Number,Trnovo - RS,F,65-69,80
2013,Number,Tuzla,Both sexes,65-69,5127
2013,Number,Tuzla,M,65-69,2209
2013,Number,Tuzla,F,65-69,2918
2013,Number,Ugljevik,Both sexes,65-69,703
2013,Number,Ugljevik,M,65-69,354
2013,Number,Ugljevik,F,65-69,349
2013,Number,Usora,Both sexes,65-69,265
2013,Number,Usora,M,65-69,122
2013,Number,Usora,F,65-69,143
2013,Number,Vareš,Both sexes,65-69,535
2013,Number,Vareš,M,65-69,231
2013,Number,Vareš,F,65-69,304
2013,Number,Velika Kladuša,Both sexes,65-69,1389
2013,Number,Velika Kladuša,M,65-69,622
2013,Number,Velika Kladuša,F,65-69,767
2013,Number,Visoko,Both sexes,65-69,1640
2013,Number,Visoko,M,65-69,745
2013,Number,Visoko,F,65-69,895
2013,Number,Višegrad,Both sexes,65-69,605
2013,Number,Višegrad,M,65-69,271
2013,Number,Višegrad,F,65-69,334
2013,Number,Vitez,Both sexes,65-69,844
2013,Number,Vitez,M,65-69,382
2013,Number,Vitez,F,65-69,462
2013,Number,Vlasenica,Both sexes,65-69,417
2013,Number,Vlasenica,M,65-69,184
2013,Number,Vlasenica,F,65-69,233
2013,Number,Sarajevo - Vogošća,Both sexes,65-69,834
2013,Number,Sarajevo - Vogošća,M,65-69,364
2013,Number,Sarajevo - Vogošća,F,65-69,470
2013,Number,Vukosavlje,Both sexes,65-69,241
2013,Number,Vukosavlje,M,65-69,95
2013,Number,Vukosavlje,F,65-69,146
2013,Number,Zavidovići,Both sexes,65-69,1377
2013,Number,Zavidovići,M,65-69,634
2013,Number,Zavidovići,F,65-69,743
2013,Number,Zenica,Both sexes,65-69,4381
2013,Number,Zenica,M,65-69,1956
2013,Number,Zenica,F,65-69,2425
2013,Number,Zvornik,Both sexes,65-69,2406
2013,Number,Zvornik,M,65-69,1083
2013,Number,Zvornik,F,65-69,1323
2013,Number,Žepče,Both sexes,65-69,1005
2013,Number,Žepče,M,65-69,455
2013,Number,Žepče,F,65-69,550
2013,Number,Živinice,Both sexes,65-69,2068
2013,Number,Živinice,M,65-69,906
2013,Number,Živinice,F,65-69,1162
2013,Number,Banja Luka,Both sexes,70-74,7415
2013,Number,Banja Luka,M,70-74,3177
2013,Number,Banja Luka,F,70-74,4238
2013,Number,Banovići,Both sexes,70-74,521
2013,Number,Banovići,M,70-74,209
2013,Number,Banovići,F,70-74,312
2013,Number,Berkovići,Both sexes,70-74,142
2013,Number,Berkovići,M,70-74,54
2013,Number,Berkovići,F,70-74,88
2013,Number,Bihać,Both sexes,70-74,2168
2013,Number,Bihać,M,70-74,913
2013,Number,Bihać,F,70-74,1255
2013,Number,Bijeljina,Both sexes,70-74,4756
2013,Number,Bijeljina,M,70-74,2060
2013,Number,Bijeljina,F,70-74,2696
2013,Number,Bileća,Both sexes,70-74,524
2013,Number,Bileća,M,70-74,228
2013,Number,Bileća,F,70-74,296
2013,Number,Bosanska Krupa,Both sexes,70-74,881
2013,Number,Bosanska Krupa,M,70-74,382
2013,Number,Bosanska Krupa,F,70-74,499
2013,Number,Bosanski Petrovac,Both sexes,70-74,454
2013,Number,Bosanski Petrovac,M,70-74,180
2013,Number,Bosanski Petrovac,F,70-74,274
2013,Number,Bosansko Grahovo,Both sexes,70-74,217
2013,Number,Bosansko Grahovo,M,70-74,97
2013,Number,Bosansko Grahovo,F,70-74,120
2013,Number,Bratunac,Both sexes,70-74,647
2013,Number,Bratunac,M,70-74,248
2013,Number,Bratunac,F,70-74,399
2013,Number,Brčko,Both sexes,70-74,3359
2013,Number,Brčko,M,70-74,1459
2013,Number,Brčko,F,70-74,1900
2013,Number,Breza,Both sexes,70-74,556
2013,Number,Breza,M,70-74,245
2013,Number,Breza,F,70-74,311
2013,Number,Brod,Both sexes,70-74,796
2013,Number,Brod,M,70-74,330
2013,Number,Brod,F,70-74,466
2013,Number,Bugojno,Both sexes,70-74,1210
2013,Number,Bugojno,M,70-74,534
2013,Number,Bugojno,F,70-74,676
2013,Number,Busovača,Both sexes,70-74,516
2013,Number,Busovača,M,70-74,217
2013,Number,Busovača,F,70-74,299
2013,Number,Bužim,Both sexes,70-74,430
2013,Number,Bužim,M,70-74,178
2013,Number,Bužim,F,70-74,252
2013,Number,Cazin,Both sexes,70-74,1763
2013,Number,Cazin,M,70-74,781
2013,Number,Cazin,F,70-74,982
2013,Number,Sarajevo - Centar,Both sexes,70-74,2572
2013,Number,Sarajevo - Centar,M,70-74,1045
2013,Number,Sarajevo - Centar,F,70-74,1527
2013,Number,Čajniče,Both sexes,70-74,255
2013,Number,Čajniče,M,70-74,99
2013,Number,Čajniče,F,70-74,156
2013,Number,Čapljina,Both sexes,70-74,1184
2013,Number,Čapljina,M,70-74,515
2013,Number,Čapljina,F,70-74,669
2013,Number,Čelić,Both sexes,70-74,406
2013,Number,Čelić,M,70-74,179
2013,Number,Čelić,F,70-74,227
2013,Number,Čelinac,Both sexes,70-74,647
2013,Number,Čelinac,M,70-74,280
2013,Number,Čelinac,F,70-74,367
2013,Number,Čitluk,Both sexes,70-74,795
2013,Number,Čitluk,M,70-74,336
2013,Number,Čitluk,F,70-74,459
2013,Number,Derventa,Both sexes,70-74,1444
2013,Number,Derventa,M,70-74,625
2013,Number,Derventa,F,70-74,819
2013,Number,Doboj,Both sexes,70-74,3679
2013,Number,Doboj,M,70-74,1606
2013,Number,Doboj,F,70-74,2073
2013,Number,Doboj-Istok,Both sexes,70-74,355
2013,Number,Doboj-Istok,M,70-74,157
2013,Number,Doboj-Istok,F,70-74,198
2013,Number,Doboj-Jug,Both sexes,70-74,116
2013,Number,Doboj-Jug,M,70-74,54
2013,Number,Doboj-Jug,F,70-74,62
2013,Number,Dobretići,Both sexes,70-74,68
2013,Number,Dobretići,M,70-74,29
2013,Number,Dobretići,F,70-74,39
2013,Number,Domaljevac-Šamac,Both sexes,70-74,219
2013,Number,Domaljevac-Šamac,M,70-74,93
2013,Number,Domaljevac-Šamac,F,70-74,126
2013,Number,Donji Vakuf,Both sexes,70-74,414
2013,Number,Donji Vakuf,M,70-74,181
2013,Number,Donji Vakuf,F,70-74,233
2013,Number,Donji Žabar,Both sexes,70-74,224
2013,Number,Donji Žabar,M,70-74,97
2013,Number,Donji Žabar,F,70-74,127
2013,Number,Drvar,Both sexes,70-74,483
2013,Number,Drvar,M,70-74,204
2013,Number,Drvar,F,70-74,279
2013,Number,Foča - FBiH,Both sexes,70-74,124
2013,Number,Foča - FBiH,M,70-74,54
2013,Number,Foča - FBiH,F,70-74,70
2013,Number,Foča - RS,Both sexes,70-74,1052
2013,Number,Foča - RS,M,70-74,421
2013,Number,Foča - RS,F,70-74,631
2013,Number,Fojnica,Both sexes,70-74,456
2013,Number,Fojnica,M,70-74,200
2013,Number,Fojnica,F,70-74,256
2013,Number,Gacko,Both sexes,70-74,377
2013,Number,Gacko,M,70-74,164
2013,Number,Gacko,F,70-74,213
2013,Number,Glamoč,Both sexes,70-74,294
2013,Number,Glamoč,M,70-74,134
2013,Number,Glamoč,F,70-74,160
2013,Number,Goražde,Both sexes,70-74,866
2013,Number,Goražde,M,70-74,361
2013,Number,Goražde,F,70-74,505
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,70-74,732
