Year,Пол,Узрок смрти (према шифрама болести по МКБ-10),UNIT_MEASURE,Value
2013,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1024
2013,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,4
2013,Оба пола,Непознато,Број,782
2013,Оба пола,Укупно,Број,35662
2013,M,„(А00-Б99) Заразне и паразитарне болести“,Број,165
2013,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4384
2013,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,20
2013,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,820
2013,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,101
2013,M,„(Г00-Г99) Болести нервног система“,Број,198
2013,M,„(И00-И99) Болести циркулацијског система“,Број,8458
2013,M,„(Ј00-Ј99) Болести респираторног система“,Број,827
2013,M,„(К00-К93) Болести дигестивног система“,Број,526
2013,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,12
2013,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,18
2013,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,304
2013,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,62
2013,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,19
2013,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1112
2013,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,794
2013,M,„(В01-Y98) Спољни узроци смртности“,Број,4
2013,M,Непознато,Број,393
2013,M,Укупно,Број,18217
2013,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,103
2013,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,3122
2013,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,30
2013,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1150
2013,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,91
2013,Ж,„(Г00-Г99) Болести нервног система“,Број,184
2013,Ж,„(И00-И99) Болести циркулацијског система“,Број,9728
2013,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,601
2013,Ж,„(К00-К93) Болести дигестивног система“,Број,429
2013,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,19
2013,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,39
2013,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,277
2013,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,39
2013,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,19
2013,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,995
2013,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,230
2013,Ж,Непознато,Број,389
2013,Ж,Укупно,Број,17445
2014,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,291
2014,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,7821
2014,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,42
2014,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,2267
2014,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,225
2014,Оба пола,„(Г00-Г99) Болести нервног система“,Број,396
2014,Оба пола,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,6
2014,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,17930
2014,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1409
2014,Оба пола,„(К00-К93) Болести дигестивног система“,Број,949
2014,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,32
2014,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,61
2014,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,536
2014,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,85
2014,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,49
2014,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,2241
2014,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1032
2014,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,17
2014,Оба пола,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,1
2014,Оба пола,Непознато,Број,590
2014,Оба пола,Укупно,Број,35980
2014,M,„(А00-Б99) Заразне и паразитарне болести“,Број,164
2014,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4569
2014,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,14
2014,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,925
2014,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,142
2014,M,„(Г00-Г99) Болести нервног система“,Број,207
2014,M,„(И00-И99) Болести циркулацијског система“,Број,8336
2014,M,„(Ј00-Ј99) Болести респираторног система“,Број,840
2014,M,„(К00-К93) Болести дигестивног система“,Број,545
2014,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,16
2014,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,16
2014,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,260
2014,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,42
2014,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,20
2014,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1132
2014,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,795
2014,M,„(В01-Y98) Спољни узроци смртности“,Број,10
2014,M,Непознато,Број,327
2014,M,Укупно,Број,18360
2014,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,127
2014,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,3252
2014,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,28
2014,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1342
2014,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,83
2014,Ж,„(Г00-Г99) Болести нервног система“,Број,189
2014,Ж,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,6
2014,Ж,„(И00-И99) Болести циркулацијског система“,Број,9594
2014,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,569
2014,Ж,„(К00-К93) Болести дигестивног система“,Број,404
2014,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,16
2014,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,45
2014,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,276
2014,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,43
2014,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,29
2014,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1109
2014,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,237
2014,Ж,„(В01-Y98) Спољни узроци смртности“,Број,7
2014,Ж,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,1
2014,Ж,Непознато,Број,263
2014,Ж,Укупно,Број,17620
2015,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,370
2015,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,7956
2015,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,55
2015,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,2025
2015,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,188
2015,Оба пола,„(Г00-Г99) Болести нервног система“,Број,447
2015,Оба пола,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,1
2015,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,19713
2015,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1718
2015,Оба пола,„(К00-К93) Болести дигестивног система“,Број,988
2015,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,42
2015,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,55
2015,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,684
2015,Оба пола,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2015,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,126
2015,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,31
2015,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,2098
2015,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1103
2015,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,8
2015,Оба пола,Непознато,Број,541
2015,Оба пола,Укупно,Број,38150
2015,M,„(А00-Б99) Заразне и паразитарне болести“,Број,207
2015,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4525
2015,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,19
2015,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,856
2015,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,102
2015,M,„(Г00-Г99) Болести нервног система“,Број,241
2015,M,„(И00-И99) Болести циркулацијског система“,Број,9012
2015,M,„(Ј00-Ј99) Болести респираторног система“,Број,972
2015,M,„(К00-К93) Болести дигестивног система“,Број,571
2015,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,16
2015,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,21
2015,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,331
2015,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,67
2015,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,15
2015,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1102
2015,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,840
2015,M,„(В01-Y98) Спољни узроци смртности“,Број,5
2015,M,Непознато,Број,317
2015,M,Укупно,Број,19219
2015,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,163
2015,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,3431
2015,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,36
2015,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1169
2015,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,86
2015,Ж,„(Г00-Г99) Болести нервног система“,Број,206
2015,Ж,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,1
2015,Ж,„(И00-И99) Болести циркулацијског система“,Број,10701
2015,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,746
2015,Ж,„(К00-К93) Болести дигестивног система“,Број,417
2015,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,26
2015,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,34
2015,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,353
2015,Ж,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2015,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,59
2015,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,16
2015,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,996
2015,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,263
2015,Ж,„(В01-Y98) Спољни узроци смртности“,Број,3
2015,Ж,Непознато,Број,224
2015,Ж,Укупно,Број,18931
2016,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,412
2016,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,7761
2016,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,54
2016,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1961
2016,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,226
2016,Оба пола,„(Г00-Г99) Болести нервног система“,Број,386
2016,Оба пола,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,8
2016,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,18959
2016,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1487
2016,Оба пола,„(К00-К93) Болести дигестивног система“,Број,1077
2016,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,35
2016,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,46
2016,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,696
2016,Оба пола,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2016,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,117
2016,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,16
2016,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1730
2016,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1040
2016,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,14
2016,Оба пола,Непознато,Број,545
2016,Оба пола,Укупно,Број,36571
2016,M,„(А00-Б99) Заразне и паразитарне болести“,Број,214
2016,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4464
2016,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,22
2016,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,789
2016,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,141
2016,M,„(Г00-Г99) Болести нервног система“,Број,213
2016,M,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,6
2016,M,„(И00-И99) Болести циркулацијског система“,Број,8780
2016,M,„(Ј00-Ј99) Болести респираторног система“,Број,879
2016,M,„(К00-К93) Болести дигестивног система“,Број,619
2016,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,16
2016,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,9
2016,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,345
2016,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,74
2016,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,9
2016,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,872
2016,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,783
2016,M,„(В01-Y98) Спољни узроци смртности“,Број,11
2016,M,Непознато,Број,296
2016,M,Укупно,Број,18542
2016,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,198
2016,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,3297
2016,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,32
2016,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1172
2016,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,85
2016,Ж,„(Г00-Г99) Болести нервног система“,Број,173
2016,Ж,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,2
2016,Ж,„(И00-И99) Болести циркулацијског система“,Број,10179
2016,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,608
2016,Ж,„(К00-К93) Болести дигестивног система“,Број,458
2016,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,19
2016,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,37
2016,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,351
2016,Ж,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2016,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,43
2016,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,7
2016,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,858
2016,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,257
2016,Ж,„(В01-Y98) Спољни узроци смртности“,Број,3
2016,Ж,Непознато,Број,249
2016,Ж,Укупно,Број,18029
2017,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,395
2017,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,8136
2017,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,69
2017,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,2170
2017,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,265
2017,Оба пола,„(Г00-Г99) Болести нервног система“,Број,382
2017,Оба пола,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,5
2017,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,19207
2017,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1579
2017,Оба пола,„(К00-К93) Болести дигестивног система“,Број,1007
2017,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,44
2017,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,44
2017,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,587
2017,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,136
2017,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,27
2017,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,2294
2017,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1067
2017,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,15
2017,Оба пола,Непознато,Број,550
2017,Оба пола,Укупно,Број,37979
2017,M,„(А00-Б99) Заразне и паразитарне болести“,Број,209
2017,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4632
2017,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,25
2017,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,885
2017,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,147
2017,M,„(Г00-Г99) Болести нервног система“,Број,193
2017,M,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,2
2017,M,„(И00-И99) Болести циркулацијског система“,Број,8880
2017,M,„(Ј00-Ј99) Болести респираторног система“,Број,936
2017,M,„(К00-К93) Болести дигестивног система“,Број,570
2017,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,12
2017,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,17
2017,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,299
2017,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,75
2017,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,16
2017,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1168
2017,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,780
2017,M,„(В01-Y98) Спољни узроци смртности“,Број,9
2017,M,Непознато,Број,331
2017,M,Укупно,Број,19186
2017,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,186
2017,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,3504
2017,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,44
2017,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1285
2017,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,118
2017,Ж,„(Г00-Г99) Болести нервног система“,Број,189
2017,Ж,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,3
2017,Ж,„(И00-И99) Болести циркулацијског система“,Број,10327
2017,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,643
2017,Ж,„(К00-К93) Болести дигестивног система“,Број,437
2017,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,32
2017,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,27
2017,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,288
2017,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,61
2017,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,11
2017,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1126
2017,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,287
2017,Ж,„(В01-Y98) Спољни узроци смртности“,Број,6
2017,Ж,Непознато,Број,219
2017,Ж,Укупно,Број,18793
2018,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,443
2018,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,7881
2018,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,72
2018,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,2086
2018,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,236
2018,Оба пола,„(Г00-Г99) Болести нервног система“,Број,337
2018,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,18818
2018,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1856
2018,Оба пола,„(К00-К93) Болести дигестивног система“,Број,1052
2018,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,40
2018,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,53
2018,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,631
2018,Оба пола,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2018,Оба пола,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,134
2018,Оба пола,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,26
2018,Оба пола,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,2581
2018,Оба пола,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,1015
2018,Оба пола,„(В01-Y98) Спољни узроци смртности“,Број,11
2018,Оба пола,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,1
2018,Оба пола,Непознато,Број,470
2018,Оба пола,Укупно,Број,37744
2018,M,„(А00-Б99) Заразне и паразитарне болести“,Број,243
2018,M,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,4606
2018,M,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,27
2018,M,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,881
2018,M,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,121
2018,M,„(Г00-Г99) Болести нервног система“,Број,171
2018,M,„(И00-И99) Болести циркулацијског система“,Број,8577
2018,M,„(Ј00-Ј99) Болести респираторног система“,Број,990
2018,M,„(К00-К93) Болести дигестивног система“,Број,610
2018,M,„(Л00-Л99) Болести коже и поткожног ткива“,Број,21
2018,M,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,13
2018,M,„(Н00-Н99) Болести генитално-уринарног система“,Број,337
2018,M,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,67
2018,M,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,12
2018,M,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1301
2018,M,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,773
2018,M,„(В01-Y98) Спољни узроци смртности“,Број,9
2018,M,„(З00-З99) Фактори који утичу на здравствено стање и контакт са здравственом службом“,Број,1
2018,M,Непознато,Број,247
2018,M,Укупно,Број,19007
2018,Ж,„(А00-Б99) Заразне и паразитарне болести“,Број,200
2018,Ж,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,3275
2018,Ж,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,45
2018,Ж,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1205
2018,Ж,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,115
2018,Ж,„(Г00-Г99) Болести нервног система“,Број,166
2018,Ж,„(И00-И99) Болести циркулацијског система“,Број,10241
2018,Ж,„(Ј00-Ј99) Болести респираторног система“,Број,866
2018,Ж,„(К00-К93) Болести дигестивног система“,Број,442
2018,Ж,„(Л00-Л99) Болести коже и поткожног ткива“,Број,19
2018,Ж,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,40
2018,Ж,„(Н00-Н99) Болести генитално-уринарног система“,Број,294
2018,Ж,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,1
2018,Ж,„(П00-П96) Одређена стања настала у перинаталном периоду“,Број,67
2018,Ж,"„(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности“",Број,14
2018,Ж,"„(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани“",Број,1280
2018,Ж,"„(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора“",Број,242
2018,Ж,„(В01-Y98) Спољни узроци смртности“,Број,2
2018,Ж,Непознато,Број,223
2018,Ж,Укупно,Број,18737
2019,Оба пола,„(А00-Б99) Заразне и паразитарне болести“,Број,451
2019,Оба пола,"„(Ц00-Ц97,Д00-Д48) Неоплазме“",Број,8053
2019,Оба пола,"„(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система“",Број,90
2019,Оба пола,"„(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма“",Број,1925
2019,Оба пола,„(Ф00-Ф99) Душевни поремећаји и поремећаји понашања“,Број,290
2019,Оба пола,„(Г00-Г99) Болести нервног система“,Број,388
2019,Оба пола,"„(Х00-Х93) Болести ока, уха и аднекса""",Број,9
2019,Оба пола,„(И00-И99) Болести циркулацијског система“,Број,18939
2019,Оба пола,„(Ј00-Ј99) Болести респираторног система“,Број,1946
2019,Оба пола,„(К00-К93) Болести дигестивног система“,Број,1043
2019,Оба пола,„(Л00-Л99) Болести коже и поткожног ткива“,Број,43
2019,Оба пола,„(М00-М99) Болести мускулоскелетног система и везивног ткива“,Број,57
2019,Оба пола,„(Н00-Н99) Болести генитално-уринарног система“,Број,600
2019,Оба пола,"„(О00-О99) Трудноћа, порођај и постпорођајни период“",Број,3
