Year,UNIT_MEASURE,AGE,SEX,ACTIVITY_RATES,Value
2017,_%,50 - 64,_T,unemployed_as_of_working,5.5
2017,_%,65+,_T,unemployed_as_of_working,0.1
2017,_%,15 - 64,_T,unemployed_as_of_working,11.5
2017,_%,15+,M,unemployed_as_of_working,10.1
2017,_%,15 - 24,M,unemployed_as_of_working,17.3
2017,_%,25 - 49,M,unemployed_as_of_working,16.0
2017,_%,50 - 64,M,unemployed_as_of_working,6.6
2017,_%,65+,M,unemployed_as_of_working,0.1
2017,_%,15 - 64,M,unemployed_as_of_working,12.8
2017,_%,15+,F,unemployed_as_of_working,7.5
2017,_%,15 - 24,F,unemployed_as_of_working,12.0
2017,_%,25 - 49,F,unemployed_as_of_working,14.7
2017,_%,50 - 64,F,unemployed_as_of_working,4.4
2017,_%,65+,F,unemployed_as_of_working,0.1
2017,_%,15+,_T,unemployed_as_of_working,10.2
2017,_%,15+,_T,unemployed_as_of_labour,20.5
2017,_%,15 - 24,_T,unemployed_as_of_labour,45.8
2017,_%,25 - 49,_T,unemployed_as_of_labour,20.9
2017,_%,50 - 64,_T,unemployed_as_of_labour,12.5
2017,_%,65+,_T,unemployed_as_of_labour,0.0
2017,_%,15 - 64,_T,unemployed_as_of_labour,21.1
2017,_%,15+,M,unemployed_as_of_labour,18.9
2017,_%,15 - 24,M,unemployed_as_of_labour,43.1
2017,_%,25 - 49,M,unemployed_as_of_labour,18.5
2017,_%,50 - 64,M,unemployed_as_of_labour,11.8
2017,_%,65+,M,unemployed_as_of_labour,0.0
2017,_%,15 - 64,M,unemployed_as_of_labour,19.4
2017,_%,15+,F,unemployed_as_of_labour,23.1
2017,_%,15 - 24,F,unemployed_as_of_labour,51.4
2017,_%,25 - 49,F,unemployed_as_of_labour,24.4
2017,_%,50 - 64,F,unemployed_as_of_labour,13.8
2017,_%,65+,F,unemployed_as_of_labour,0.0
2017,_%,15 - 64,F,unemployed_as_of_labour,23.8
2017,_%,15+,_T,inactive_as_of_working,57.4
2017,_%,15 - 24,_T,inactive_as_of_working,67.5
2017,_%,25 - 49,_T,inactive_as_of_working,26.5
2017,_%,50 - 64,_T,inactive_as_of_working,56.4
2017,_%,65+,_T,inactive_as_of_working,94.8
2017,_%,15 - 64,_T,inactive_as_of_working,45.5
2017,_%,15+,M,inactive_as_of_working,46.7
2017,_%,15 - 24,M,inactive_as_of_working,59.8
2017,_%,25 - 49,M,inactive_as_of_working,13.5
2017,_%,50 - 64,M,inactive_as_of_working,43.6
2017,_%,65+,M,inactive_as_of_working,93.1
2017,_%,15 - 64,M,inactive_as_of_working,33.9
2017,_%,15+,F,inactive_as_of_working,67.6
2017,_%,15 - 24,F,inactive_as_of_working,76.6
2017,_%,25 - 49,F,inactive_as_of_working,39.7
2017,_%,50 - 64,F,inactive_as_of_working,68.4
2017,_%,65+,F,inactive_as_of_working,96.1
2017,_%,15 - 64,F,inactive_as_of_working,57.3
2018,_%,15+,_T,active_labour_force,42.1
2018,_%,15 - 24,_T,active_labour_force,32.3
2018,_%,25 - 49,_T,active_labour_force,73.0
2018,_%,50 - 64,_T,active_labour_force,44.6
2018,_%,65+,_T,active_labour_force,4.7
2018,_%,15 - 64,_T,active_labour_force,54.2
2018,_%,15+,M,active_labour_force,53.2
2018,_%,15 - 24,M,active_labour_force,40.4
2018,_%,25 - 49,M,active_labour_force,86.8
2018,_%,50 - 64,M,active_labour_force,57.3
2018,_%,65+,M,active_labour_force,6.2
2018,_%,15 - 64,M,active_labour_force,66.4
2018,_%,15+,F,active_labour_force,31.4
2018,_%,15 - 24,F,active_labour_force,23.1
2018,_%,25 - 49,F,active_labour_force,58.9
2018,_%,50 - 64,F,active_labour_force,32.3
2018,_%,65+,F,active_labour_force,3.6
2018,_%,15 - 64,F,active_labour_force,41.8
2018,_%,15+,_T,employed_as_of_working,34.3
2018,_%,15 - 24,_T,employed_as_of_working,19.7
2018,_%,25 - 49,_T,employed_as_of_working,58.9
2018,_%,50 - 64,_T,employed_as_of_working,39.6
2018,_%,65+,_T,employed_as_of_working,4.6
2018,_%,15 - 64,_T,employed_as_of_working,44.0
2018,_%,15+,M,employed_as_of_working,44.1
2018,_%,15 - 24,M,employed_as_of_working,26.1
2018,_%,25 - 49,M,employed_as_of_working,71.8
2018,_%,50 - 64,M,employed_as_of_working,50.7
2018,_%,65+,M,employed_as_of_working,6.0
2018,_%,15 - 64,M,employed_as_of_working,54.7
2018,_%,15+,F,employed_as_of_working,25.0
2018,_%,15 - 24,F,employed_as_of_working,12.6
2018,_%,25 - 49,F,employed_as_of_working,45.8
2018,_%,50 - 64,F,employed_as_of_working,28.9
2018,_%,65+,F,employed_as_of_working,3.6
2018,_%,15 - 64,F,employed_as_of_working,33.0
2018,_%,15+,_T,unemployed_as_of_working,7.8
2018,_%,15 - 24,_T,unemployed_as_of_working,12.6
2018,_%,25 - 49,_T,unemployed_as_of_working,14.1
2018,_%,50 - 64,_T,unemployed_as_of_working,5.0
2018,_%,65+,_T,unemployed_as_of_working,0.1
2018,_%,15 - 64,_T,unemployed_as_of_working,10.2
2018,_%,15+,M,unemployed_as_of_working,9.1
2018,_%,15 - 24,M,unemployed_as_of_working,14.3
2018,_%,25 - 49,M,unemployed_as_of_working,15.0
2018,_%,50 - 64,M,unemployed_as_of_working,6.6
2018,_%,65+,M,unemployed_as_of_working,0.2
2018,_%,15 - 64,M,unemployed_as_of_working,11.7
2018,_%,15+,F,unemployed_as_of_working,6.4
2018,_%,15 - 24,F,unemployed_as_of_working,10.5
2018,_%,25 - 49,F,unemployed_as_of_working,13.1
2018,_%,50 - 64,F,unemployed_as_of_working,3.4
2018,_%,65+,F,unemployed_as_of_working,0.0
2018,_%,15+,_T,unemployed_as_of_working,8.8
2018,_%,15+,_T,unemployed_as_of_labour,18.4
2018,_%,15 - 24,_T,unemployed_as_of_labour,38.8
2018,_%,25 - 49,_T,unemployed_as_of_labour,19.3
2018,_%,50 - 64,_T,unemployed_as_of_labour,11.2
2018,_%,65+,_T,unemployed_as_of_labour,0.0
2018,_%,15 - 64,_T,unemployed_as_of_labour,18.9
2018,_%,15+,M,unemployed_as_of_labour,17.2
2018,_%,15 - 24,M,unemployed_as_of_labour,35.4
2018,_%,25 - 49,M,unemployed_as_of_labour,17.3
2018,_%,50 - 64,M,unemployed_as_of_labour,11.5
2018,_%,65+,M,unemployed_as_of_labour,0.0
2018,_%,15 - 64,M,unemployed_as_of_labour,17.6
2018,_%,15+,F,unemployed_as_of_labour,20.3
2018,_%,15 - 24,F,unemployed_as_of_labour,45.5
2018,_%,25 - 49,F,unemployed_as_of_labour,22.3
2018,_%,50 - 64,F,unemployed_as_of_labour,10.6
2018,_%,65+,F,unemployed_as_of_labour,0.0
2018,_%,15 - 64,F,unemployed_as_of_labour,21.0
2018,_%,15+,_T,inactive_as_of_working,57.9
2018,_%,15 - 24,_T,inactive_as_of_working,67.7
2018,_%,25 - 49,_T,inactive_as_of_working,27.0
2018,_%,50 - 64,_T,inactive_as_of_working,55.4
2018,_%,65+,_T,inactive_as_of_working,95.3
2018,_%,15 - 64,_T,inactive_as_of_working,45.8
2018,_%,15+,M,inactive_as_of_working,46.8
2018,_%,15 - 24,M,inactive_as_of_working,59.6
2018,_%,25 - 49,M,inactive_as_of_working,13.2
2018,_%,50 - 64,M,inactive_as_of_working,42.7
2018,_%,65+,M,inactive_as_of_working,93.8
2018,_%,15 - 64,M,inactive_as_of_working,33.6
2018,_%,15+,F,inactive_as_of_working,68.6
2018,_%,15 - 24,F,inactive_as_of_working,76.9
2018,_%,25 - 49,F,inactive_as_of_working,41.1
2018,_%,50 - 64,F,inactive_as_of_working,67.7
2018,_%,65+,F,inactive_as_of_working,96.4
2018,_%,15 - 64,F,inactive_as_of_working,58.2
2019,_%,15+,_T,active_labour_force,42.1
2019,_%,15 - 24,_T,active_labour_force,35.4
2019,_%,25 - 49,_T,active_labour_force,73.4
2019,_%,50 - 64,_T,active_labour_force,46.7
2019,_%,65+,_T,active_labour_force,6.9
2019,_%,15 - 64,_T,active_labour_force,55.5
2019,_%,15+,M,active_labour_force,51.7
2019,_%,15 - 24,M,active_labour_force,39.8
2019,_%,25 - 49,M,active_labour_force,85.6
2019,_%,50 - 64,M,active_labour_force,60.1
2019,_%,65+,M,active_labour_force,8.8
2019,_%,15 - 64,M,active_labour_force,66.4
2019,_%,15+,F,active_labour_force,32.9
2019,_%,15 - 24,F,active_labour_force,29.9
2019,_%,25 - 49,F,active_labour_force,61.1
2019,_%,50 - 64,F,active_labour_force,34.1
2019,_%,65+,F,active_labour_force,5.3
2019,_%,15 - 64,F,active_labour_force,44.4
2019,_%,15+,_T,employed_as_of_working,35.5
2019,_%,15 - 24,_T,employed_as_of_working,23.4
2019,_%,25 - 49,_T,employed_as_of_working,60.7
2019,_%,50 - 64,_T,employed_as_of_working,42.2
2019,_%,65+,_T,employed_as_of_working,6.8
2019,_%,15 - 64,_T,employed_as_of_working,46.4
2019,_%,15+,M,employed_as_of_working,44.6
2019,_%,15 - 24,M,employed_as_of_working,27.4
2019,_%,25 - 49,M,employed_as_of_working,73.0
2019,_%,50 - 64,M,employed_as_of_working,55.2
2019,_%,65+,M,employed_as_of_working,8.7
2019,_%,15 - 64,M,employed_as_of_working,57.0
2019,_%,15+,F,employed_as_of_working,26.7
2019,_%,15 - 24,F,employed_as_of_working,18.6
2019,_%,25 - 49,F,employed_as_of_working,48.5
2019,_%,50 - 64,F,employed_as_of_working,28.9
2019,_%,65+,F,employed_as_of_working,3.6
2019,_%,15 - 64,F,employed_as_of_working,33.0
2019,_%,15+,_T,unemployed_as_of_working,6.6
2019,_%,15 - 24,_T,unemployed_as_of_working,12.0
2019,_%,25 - 49,_T,unemployed_as_of_working,12.7
2019,_%,50 - 64,_T,unemployed_as_of_working,4.5
2019,_%,65+,_T,unemployed_as_of_working,0.1
2019,_%,15 - 64,_T,unemployed_as_of_working,9.1
2019,_%,15+,M,unemployed_as_of_working,7.1
2019,_%,15 - 24,M,unemployed_as_of_working,12.4
2019,_%,25 - 49,M,unemployed_as_of_working,12.6
2019,_%,50 - 64,M,unemployed_as_of_working,4.9
2019,_%,65+,M,unemployed_as_of_working,0.1
2019,_%,15 - 64,M,unemployed_as_of_working,9.4
2019,_%,15+,F,unemployed_as_of_working,6.2
2019,_%,15 - 24,F,unemployed_as_of_working,11.3
2019,_%,25 - 49,F,unemployed_as_of_working,12.6
2019,_%,50 - 64,F,unemployed_as_of_working,5.2
2019,_%,65+,F,unemployed_as_of_working,1.7
2019,_%,15+,_T,unemployed_as_of_working,11.4
2019,_%,15+,_T,unemployed_as_of_labour,15.7
2019,_%,15 - 24,_T,unemployed_as_of_labour,33.8
2019,_%,25 - 49,_T,unemployed_as_of_labour,17.2
2019,_%,50 - 64,_T,unemployed_as_of_labour,9.7
2019,_%,65+,_T,unemployed_as_of_labour,0.0
2019,_%,15 - 64,_T,unemployed_as_of_labour,16.4
2019,_%,15+,M,unemployed_as_of_labour,13.6
2019,_%,15 - 24,M,unemployed_as_of_labour,31.3
2019,_%,25 - 49,M,unemployed_as_of_labour,14.7
2019,_%,50 - 64,M,unemployed_as_of_labour,8.1
2019,_%,65+,M,unemployed_as_of_labour,0.0
2019,_%,15 - 64,M,unemployed_as_of_labour,14.2
2019,_%,15+,F,unemployed_as_of_labour,18.8
2019,_%,15 - 24,F,unemployed_as_of_labour,37.9
2019,_%,25 - 49,F,unemployed_as_of_labour,20.7
2019,_%,50 - 64,F,unemployed_as_of_labour,12.3
2019,_%,65+,F,unemployed_as_of_labour,0.0
2019,_%,15 - 64,F,unemployed_as_of_labour,19.7
2019,_%,15+,_T,inactive_as_of_working,57.9
2019,_%,15 - 24,_T,inactive_as_of_working,64.6
2019,_%,25 - 49,_T,inactive_as_of_working,26.6
2019,_%,50 - 64,_T,inactive_as_of_working,53.3
2019,_%,65+,_T,inactive_as_of_working,93.1
2019,_%,15 - 64,_T,inactive_as_of_working,44.5
2019,_%,15+,M,inactive_as_of_working,48.3
2019,_%,15 - 24,M,inactive_as_of_working,60.2
2019,_%,25 - 49,M,inactive_as_of_working,14.4
2019,_%,50 - 64,M,inactive_as_of_working,39.9
2019,_%,65+,M,inactive_as_of_working,91.2
2019,_%,15 - 64,M,inactive_as_of_working,33.6
2019,_%,15+,F,inactive_as_of_working,67.1
2019,_%,15 - 24,F,inactive_as_of_working,70.1
2019,_%,25 - 49,F,inactive_as_of_working,38.9
2019,_%,50 - 64,F,inactive_as_of_working,65.9
2019,_%,65+,F,inactive_as_of_working,94.7
2019,_%,15 - 64,F,inactive_as_of_working,55.6
