Year,CAUSE_OF_DEATH,UNIT_MEASURE,Sex,Value
2019,endocrine_metabolic_and_nutritional,Number,F,1.119
2019,mental_and_behavioural_disorders,Number,F,137.0
2019,diseases_of_the_nervous,Number,F,186.0
2019,diseases_of_the_eye,Number,F,6.0
2019,diseases_of_the_circulatory,Number,F,10.091
2019,diseases_of_the_respiratory,Number,F,870.0
2019,diseases_of_the_digestive,Number,F,440.0
2019,diseases_of_the_skin,Number,F,26.0
2019,diseases_of_the_musculoskeletal,Number,F,42.0
2019,diseases_of_the_genitourinary,Number,F,286.0
2019,pregnancy_childbirth_and_the,Number,F,3.0
2019,certain_conditions_originating,Number,F,60.0
2019,congenital_malformations_deformations,Number,F,19.0
2019,symptoms_signs_and_abnormal,Number,F,1585.0
2019,injuries_poisoning_and_consequences,Number,F,217.0
2019,external_causes_of_mortality,Number,F,1.0
2019,factors_influencing_health_status,Number,F,3.0
2019,unknown,Number,F,234.0
2019,total,Number,F,19042.0
