Year,UNIT_MEASURE,Sex,AGE,Municipality,Value
2013,Number,M,35-39,Vareš,255.0
2013,Number,F,35-39,Vareš,241.0
2013,Number,Both sexes,35-39,Velika Kladuša,3160.0
2013,Number,M,35-39,Velika Kladuša,1653.0
2013,Number,F,35-39,Velika Kladuša,1507.0
2013,Number,Both sexes,35-39,Visoko,2866.0
2013,Number,M,35-39,Visoko,1461.0
2013,Number,F,35-39,Visoko,1405.0
2013,Number,Both sexes,35-39,Višegrad,612.0
2013,Number,M,35-39,Višegrad,323.0
2013,Number,F,35-39,Višegrad,289.0
2013,Number,Both sexes,35-39,Vitez,1771.0
2013,Number,M,35-39,Vitez,924.0
2013,Number,F,35-39,Vitez,847.0
2013,Number,Both sexes,35-39,Vlasenica,866.0
2013,Number,M,35-39,Vlasenica,471.0
2013,Number,F,35-39,Vlasenica,395.0
2013,Number,Both sexes,35-39,Sarajevo - Vogošća,1989.0
2013,Number,M,35-39,Sarajevo - Vogošća,981.0
2013,Number,F,35-39,Sarajevo - Vogošća,1008.0
2013,Number,Both sexes,35-39,Vukosavlje,323.0
2013,Number,M,35-39,Vukosavlje,161.0
2013,Number,F,35-39,Vukosavlje,162.0
2013,Number,Both sexes,35-39,Zavidovići,2621.0
2013,Number,M,35-39,Zavidovići,1331.0
2013,Number,F,35-39,Zavidovići,1290.0
2013,Number,Both sexes,35-39,Zenica,7722.0
2013,Number,M,35-39,Zenica,3963.0
2013,Number,F,35-39,Zenica,3759.0
2013,Number,Both sexes,35-39,Zvornik,4410.0
2013,Number,M,35-39,Zvornik,2242.0
2013,Number,F,35-39,Zvornik,2168.0
2013,Number,Both sexes,35-39,Žepče,2179.0
2013,Number,M,35-39,Žepče,1111.0
2013,Number,F,35-39,Žepče,1068.0
2013,Number,Both sexes,35-39,Živinice,4005.0
2013,Number,M,35-39,Živinice,1998.0
2013,Number,F,35-39,Živinice,2007.0
2013,Number,Both sexes,40-44,Banja Luka,12468.0
2013,Number,M,40-44,Banja Luka,6322.0
2013,Number,F,40-44,Banja Luka,6146.0
2013,Number,Both sexes,40-44,Banovići,1743.0
2013,Number,M,40-44,Banovići,881.0
2013,Number,F,40-44,Banovići,862.0
2013,Number,Both sexes,40-44,Berkovići,150.0
2013,Number,M,40-44,Berkovići,97.0
2013,Number,F,40-44,Berkovići,53.0
2013,Number,Both sexes,40-44ać,4198,
2013,Number,M,40-44ać,1946,
2013,Number,F,40-44ać,2252,
2013,Number,Both sexes,40-44,Bijeljina,7064.0
2013,Number,M,40-44,Bijeljina,3526.0
2013,Number,F,40-44,Bijeljina,3538.0
2013,Number,Both sexes,40-44,Bileća,680.0
2013,Number,M,40-44,Bileća,358.0
2013,Number,F,40-44,Bileća,322.0
2013,Number,Both sexes,40-44,Bosanska Krupa,1793.0
2013,Number,M,40-44,Bosanska Krupa,873.0
2013,Number,F,40-44,Bosanska Krupa,920.0
2013,Number,Both sexes,40-44,Bosanski Petrovac,457.0
2013,Number,M,40-44,Bosanski Petrovac,232.0
2013,Number,F,40-44,Bosanski Petrovac,225.0
2013,Number,Both sexes,40-44,Bosansko Grahovo,147.0
2013,Number,M,40-44,Bosansko Grahovo,94.0
2013,Number,F,40-44,Bosansko Grahovo,53.0
2013,Number,Both sexes,40-44,Bratunac,1418.0
2013,Number,M,40-44,Bratunac,712.0
2013,Number,F,40-44,Bratunac,706.0
2013,Number,Both sexes,40-44,Brčko,6145.0
2013,Number,M,40-44,Brčko,3126.0
2013,Number,F,40-44,Brčko,3019.0
2013,Number,Both sexes,40-44,Breza,924.0
2013,Number,M,40-44,Breza,426.0
2013,Number,F,40-44,Breza,498.0
2013,Number,Both sexes,40-44,Brod,1133.0
2013,Number,M,40-44,Brod,582.0
2013,Number,F,40-44,Brod,551.0
2013,Number,Both sexes,40-44,Bugojno,2301.0
2013,Number,M,40-44,Bugojno,1179.0
2013,Number,F,40-44,Bugojno,1122.0
2013,Number,Both sexes,40-44,Busovača,1224.0
2013,Number,M,40-44,Busovača,643.0
2013,Number,F,40-44,Busovača,581.0
2013,Number,Both sexes,40-44,Bužim,1412.0
2013,Number,M,40-44,Bužim,736.0
2013,Number,F,40-44,Bužim,676.0
2013,Number,Both sexes,40-44,Cazin,5482.0
2013,Number,M,40-44,Cazin,2738.0
2013,Number,F,40-44,Cazin,2744.0
2013,Number,Both sexes,40-44,Sarajevo - Centar,3429.0
2013,Number,M,40-44,Sarajevo - Centar,1552.0
2013,Number,F,40-44,Sarajevo - Centar,1877.0
2013,Number,Both sexes,40-44,Čajniče,304.0
2013,Number,M,40-44,Čajniče,178.0
2013,Number,F,40-44,Čajniče,126.0
2013,Number,Both sexes,40-44,Čapljina,1709.0
2013,Number,M,40-44,Čapljina,882.0
2013,Number,F,40-44,Čapljina,827.0
2013,Number,Both sexes,40-44,Čelić,810.0
2013,Number,M,40-44,Čelić,439.0
2013,Number,F,40-44,Čelić,371.0
2013,Number,Both sexes,40-44,Čelinac,999.0
2013,Number,M,40-44,Čelinac,529.0
2013,Number,F,40-44,Čelinac,470.0
2013,Number,Both sexes,40-44,Čitluk,1179.0
2013,Number,M,40-44,Čitluk,587.0
2013,Number,F,40-44,Čitluk,592.0
2013,Number,Both sexes,40-44,Derventa,1827.0
2013,Number,M,40-44,Derventa,941.0
2013,Number,F,40-44,Derventa,886.0
2013,Number,Both sexes,40-44,Doboj,4395.0
2013,Number,M,40-44,Doboj,2282.0
2013,Number,F,40-44,Doboj,2113.0
2013,Number,Both sexes,40-44,Doboj-Istok,757.0
2013,Number,M,40-44,Doboj-Istok,380.0
2013,Number,F,40-44,Doboj-Istok,377.0
2013,Number,Both sexes,40-44,Doboj-Jug,327.0
2013,Number,M,40-44,Doboj-Jug,167.0
2013,Number,F,40-44,Doboj-Jug,160.0
2013,Number,Both sexes,40-44,Dobretići,151.0
2013,Number,M,40-44,Dobretići,94.0
2013,Number,F,40-44,Dobretići,57.0
2013,Number,Both sexes,40-44,Domaljevac-Šamac,402.0
2013,Number,M,40-44,Domaljevac-Šamac,208.0
2013,Number,F,40-44,Domaljevac-Šamac,194.0
2013,Number,Both sexes,40-44,Donji Vakuf,997.0
2013,Number,M,40-44,Donji Vakuf,499.0
2013,Number,F,40-44,Donji Vakuf,498.0
2013,Number,Both sexes,40-44,Donji Žabar,269.0
2013,Number,M,40-44,Donji Žabar,153.0
2013,Number,F,40-44,Donji Žabar,116.0
2013,Number,Both sexes,40-44,Drvar,400.0
2013,Number,M,40-44,Drvar,228.0
2013,Number,F,40-44,Drvar,172.0
2013,Number,Both sexes,40-44,Foča - FBIH,105.0
2013,Number,M,40-44,Foča - FBIH,66.0
2013,Number,F,40-44,Foča - FBIH,39.0
2013,Number,Both sexes,40-44,Foča - RS,1034.0
2013,Number,M,40-44,Foča - RS,546.0
2013,Number,F,40-44,Foča - RS,488.0
2013,Number,Both sexes,40-44,Fojnica,899.0
2013,Number,M,40-44,Fojnica,476.0
2013,Number,F,40-44,Fojnica,423.0
2013,Number,Both sexes,40-44,Gacko,546.0
2013,Number,M,40-44,Gacko,278.0
2013,Number,F,40-44,Gacko,268.0
2013,Number,Both sexes,40-44,Glamoč,248.0
2013,Number,M,40-44,Glamoč,140.0
2013,Number,F,40-44,Glamoč,108.0
2013,Number,Both sexes,40-44,Goražde,1238.0
2013,Number,M,40-44,Goražde,610.0
2013,Number,F,40-44,Goražde,628.0
2013,Number,Both sexes,40-44,Gornji Vakuf-Uskoplje,1626.0
2013,Number,M,40-44,Gornji Vakuf-Uskoplje,839.0
2013,Number,F,40-44,Gornji Vakuf-Uskoplje,787.0
2013,Number,Both sexes,40-44,Gračanica,3226.0
2013,Number,M,40-44,Gračanica,1523.0
2013,Number,F,40-44,Gračanica,1703.0
2013,Number,Both sexes,40-44,Gradačac,3003.0
2013,Number,M,40-44,Gradačac,1490.0
2013,Number,F,40-44,Gradačac,1513.0
2013,Number,Both sexes,40-44,Gradiška,3369.0
2013,Number,M,40-44,Gradiška,1717.0
2013,Number,F,40-44,Gradiška,1652.0
2013,Number,Both sexes,40-44,Grude,1170.0
2013,Number,M,40-44,Grude,595.0
2013,Number,F,40-44,Grude,575.0
2013,Number,Both sexes,40-44,Sarajevo - Hadžići,1633.0
2013,Number,M,40-44,Sarajevo - Hadžići,832.0
2013,Number,F,40-44,Sarajevo - Hadžići,801.0
2013,Number,Both sexes,40-44,Han Pijesak,194.0
2013,Number,M,40-44,Han Pijesak,96.0
2013,Number,F,40-44,Han Pijesak,98.0
2013,Number,Both sexes,40-44,Sarajevo - Ilidža,4564.0
2013,Number,M,40-44,Sarajevo - Ilidža,2208.0
2013,Number,F,40-44,Sarajevo - Ilidža,2356.0
2013,Number,Both sexes,40-44,Sarajevo - Ilijaš,1350.0
2013,Number,M,40-44,Sarajevo - Ilijaš,645.0
2013,Number,F,40-44,Sarajevo - Ilijaš,705.0
2013,Number,Both sexes,40-44,Istočna Ilidža,892.0
2013,Number,M,40-44,Istočna Ilidža,470.0
2013,Number,F,40-44,Istočna Ilidža,422.0
2013,Number,Both sexes,40-44,Istočni Drvar,4.0
2013,Number,M,40-44,Istočni Drvar,4.0
2013,Number,F,40-44,Istočni Drvar,0.0
2013,Number,Both sexes,40-44,Istočni Mostar,26.0
2013,Number,M,40-44,Istočni Mostar,19.0
2013,Number,F,40-44,Istočni Mostar,7.0
2013,Number,Both sexes,40-44,Istočni Stari Grad,46.0
2013,Number,M,40-44,Istočni Stari Grad,22.0
2013,Number,F,40-44,Istočni Stari Grad,24.0
2013,Number,Both sexes,40-44,Istočno Novo Sarajevo,654.0
2013,Number,M,40-44,Istočno Novo Sarajevo,356.0
2013,Number,F,40-44,Istočno Novo Sarajevo,298.0
2013,Number,Both sexes,40-44,Jablanica,648.0
2013,Number,M,40-44,Jablanica,334.0
2013,Number,F,40-44,Jablanica,314.0
2013,Number,Both sexes,40-44,Jajce,2004.0
2013,Number,M,40-44,Jajce,1073.0
2013,Number,F,40-44,Jajce,931.0
2013,Number,Both sexes,40-44,Jezero,78.0
2013,Number,M,40-44,Jezero,46.0
2013,Number,F,40-44,Jezero,32.0
2013,Number,Both sexes,40-44,Kakanj,2585.0
2013,Number,M,40-44,Kakanj,1270.0
2013,Number,F,40-44,Kakanj,1315.0
2013,Number,Both sexes,40-44,Kalesija,2511.0
2013,Number,M,40-44,Kalesija,1255.0
2013,Number,F,40-44,Kalesija,1256.0
2013,Number,Both sexes,40-44,Kalinovik,89.0
2013,Number,M,40-44,Kalinovik,49.0
2013,Number,F,40-44,Kalinovik,40.0
2013,Number,Both sexes,40-44,Kiseljak,1395.0
2013,Number,M,40-44,Kiseljak,721.0
2013,Number,F,40-44,Kiseljak,674.0
2013,Number,Both sexes,40-44,Kladanj,919.0
2013,Number,M,40-44,Kladanj,470.0
2013,Number,F,40-44,Kladanj,449.0
2013,Number,Both sexes,40-44,Ključ,1339.0
2013,Number,M,40-44,Ključ,683.0
2013,Number,F,40-44,Ključ,656.0
2013,Number,Both sexes,40-44,Kneževo,681.0
2013,Number,M,40-44,Kneževo,376.0
2013,Number,F,40-44,Kneževo,305.0
2013,Number,Both sexes,40-44,Konjic,1779.0
2013,Number,M,40-44,Konjic,917.0
2013,Number,F,40-44,Konjic,862.0
2013,Number,Both sexes,40-44,Kostajnica,425.0
2013,Number,M,40-44,Kostajnica,202.0
2013,Number,F,40-44,Kostajnica,223.0
2013,Number,Both sexes,40-44,Kotor Varoš,1490.0
2013,Number,M,40-44,Kotor Varoš,748.0
2013,Number,F,40-44,Kotor Varoš,742.0
2013,Number,Both sexes,40-44,Kozarska Dubica,1276.0
2013,Number,M,40-44,Kozarska Dubica,661.0
2013,Number,F,40-44,Kozarska Dubica,615.0
2013,Number,Both sexes,40-44,Kreševo,328.0
2013,Number,M,40-44,Kreševo,173.0
2013,Number,F,40-44,Kreševo,155.0
2013,Number,Both sexes,40-44,Krupa Na Uni,111.0
2013,Number,M,40-44,Krupa Na Uni,70.0
2013,Number,F,40-44,Krupa Na Uni,41.0
2013,Number,Both sexes,40-44,Kupres - FBIH,343.0
2013,Number,M,40-44,Kupres - FBIH,173.0
2013,Number,F,40-44,Kupres - FBIH,170.0
2013,Number,Both sexes,40-44,Kupres - RS,17.0
2013,Number,M,40-44,Kupres - RS,8.0
2013,Number,F,40-44,Kupres - RS,9.0
2013,Number,Both sexes,40-44,Laktaši,2365.0
2013,Number,M,40-44,Laktaši,1216.0
2013,Number,F,40-44,Laktaši,1149.0
2013,Number,Both sexes,40-44,Livno,2567.0
2013,Number,M,40-44,Livno,1295.0
2013,Number,F,40-44,Livno,1272.0
2013,Number,Both sexes,40-44,Lopare,1007.0
2013,Number,M,40-44,Lopare,520.0
2013,Number,F,40-44,Lopare,487.0
2013,Number,Both sexes,40-44,Lukavac,3009.0
2013,Number,M,40-44,Lukavac,1465.0
2013,Number,F,40-44,Lukavac,1544.0
2013,Number,Both sexes,40-44,Ljubinje,229.0
2013,Number,M,40-44,Ljubinje,137.0
2013,Number,F,40-44,Ljubinje,92.0
2013,Number,Both sexes,40-44,Ljubuški,1922.0
2013,Number,M,40-44,Ljubuški,1007.0
2013,Number,F,40-44,Ljubuški,915.0
2013,Number,Both sexes,40-44,Maglaj,1649.0
2013,Number,M,40-44,Maglaj,819.0
2013,Number,F,40-44,Maglaj,830.0
2013,Number,Both sexes,40-44,Milići,761.0
2013,Number,M,40-44,Milići,423.0
2013,Number,F,40-44,Milići,338.0
2013,Number,Both sexes,40-44,Modriča,1699.0
2013,Number,M,40-44,Modriča,868.0
2013,Number,F,40-44,Modriča,831.0
2013,Number,Both sexes,40-44,Mostar,6765.0
2013,Number,M,40-44,Mostar,3389.0
2013,Number,F,40-44,Mostar,3376.0
2013,Number,Both sexes,40-44,Mrkonjić Grad,1008.0
2013,Number,M,40-44,Mrkonjić Grad,525.0
2013,Number,F,40-44,Mrkonjić Grad,483.0
2013,Number,Both sexes,40-44,Neum,286.0
2013,Number,M,40-44,Neum,154.0
2013,Number,F,40-44,Neum,132.0
2013,Number,Both sexes,40-44,Nevesinje,847.0
2013,Number,M,40-44,Nevesinje,453.0
2013,Number,F,40-44,Nevesinje,394.0
2013,Number,Both sexes,40-44,Novi Grad,1931.0
2013,Number,M,40-44,Novi Grad,1007.0
2013,Number,F,40-44,Novi Grad,924.0
2013,Number,Both sexes,40-44,Sarajevo - Novi Grad,7789.0
2013,Number,M,40-44,Sarajevo - Novi Grad,3746.0
2013,Number,F,40-44,Sarajevo - Novi Grad,4043.0
2013,Number,Both sexes,40-44,Novi Travnik,1727.0
2013,Number,M,40-44,Novi Travnik,882.0
2013,Number,F,40-44,Novi Travnik,845.0
2013,Number,Both sexes,40-44,Novo Goražde,180.0
2013,Number,M,40-44,Novo Goražde,101.0
2013,Number,F,40-44,Novo Goražde,79.0
2013,Number,Both sexes,40-44,Sarajevo - Novo Sarajevo,4120.0
2013,Number,M,40-44,Sarajevo - Novo Sarajevo,1840.0
2013,Number,F,40-44,Sarajevo - Novo Sarajevo,2280.0
2013,Number,Both sexes,40-44,Odžak,1515.0
2013,Number,M,40-44,Odžak,772.0
2013,Number,F,40-44,Odžak,743.0
2013,Number,Both sexes,40-44,Olovo,661.0
2013,Number,M,40-44,Olovo,329.0
2013,Number,F,40-44,Olovo,332.0
2013,Number,Both sexes,40-44,Orašje,1662.0
2013,Number,M,40-44,Orašje,897.0
2013,Number,F,40-44,Orašje,765.0
2013,Number,Both sexes,40-44,Osmaci,405.0
2013,Number,M,40-44,Osmaci,218.0
2013,Number,F,40-44,Osmaci,187.0
2013,Number,Both sexes,40-44,Oštra Luka,180.0
2013,Number,M,40-44,Oštra Luka,106.0
2013,Number,F,40-44,Oštra Luka,74.0
2013,Number,Both sexes,40-44,Pale - FBIH,60.0
2013,Number,M,40-44,Pale - FBIH,24.0
2013,Number,F,40-44,Pale - FBIH,36.0
2013,Number,Both sexes,40-44,Pale - RS,1109.0
2013,Number,M,40-44,Pale - RS,537.0
2013,Number,F,40-44,Pale - RS,572.0
2013,Number,Both sexes,40-44,Pelagićevo,361.0
2013,Number,M,40-44,Pelagićevo,212.0
2013,Number,F,40-44,Pelagićevo,149.0
2013,Number,Both sexes,40-44,Petrovac,20.0
2013,Number,M,40-44,Petrovac,10.0
2013,Number,F,40-44,Petrovac,10.0
2013,Number,Both sexes,40-44,Petrovo,345.0
2013,Number,M,40-44,Petrovo,166.0
2013,Number,F,40-44,Petrovo,179.0
2013,Number,Both sexes,40-44,Posušje,1536.0
2013,Number,M,40-44,Posušje,764.0
2013,Number,F,40-44,Posušje,772.0
2013,Number,Both sexes,40-44,Prijedor,6233.0
2013,Number,M,40-44,Prijedor,3148.0
2013,Number,F,40-44,Prijedor,3085.0
2013,Number,Both sexes,40-44,Prnjavor,2342.0
2013,Number,M,40-44,Prnjavor,1212.0
2013,Number,F,40-44,Prnjavor,1130.0
2013,Number,Both sexes,40-44,Prozor,1020.0
2013,Number,M,40-44,Prozor,520.0
2013,Number,F,40-44,Prozor,500.0
2013,Number,Both sexes,40-44,Ravno,243.0
2013,Number,M,40-44,Ravno,130.0
2013,Number,F,40-44,Ravno,113.0
2013,Number,Both sexes,40-44,Ribnik,395.0
2013,Number,M,40-44,Ribnik,231.0
2013,Number,F,40-44,Ribnik,164.0
2013,Number,Both sexes,40-44,Rogatica,575.0
2013,Number,M,40-44,Rogatica,314.0
2013,Number,F,40-44,Rogatica,261.0
2013,Number,Both sexes,40-44,Rudo,507.0
2013,Number,M,40-44,Rudo,271.0
2013,Number,F,40-44,Rudo,236.0
2013,Number,Both sexes,40-44,Sanski Most,3389.0
2013,Number,M,40-44,Sanski Most,1724.0
2013,Number,F,40-44,Sanski Most,1665.0
2013,Number,Both sexes,40-44,Sapna,897.0
2013,Number,M,40-44,Sapna,482.0
2013,Number,F,40-44,Sapna,415.0
2013,Number,Both sexes,40-44,Sokolac,604.0
2013,Number,M,40-44,Sokolac,305.0
2013,Number,F,40-44,Sokolac,299.0
2013,Number,Both sexes,40-44,Srbac,1082.0
2013,Number,M,40-44,Srbac,556.0
2013,Number,F,40-44,Srbac,526.0
2013,Number,Both sexes,40-44,Srebrenica,1102.0
2013,Number,M,40-44,Srebrenica,550.0
2013,Number,F,40-44,Srebrenica,552.0
2013,Number,Both sexes,40-44,Srebrenik,2962.0
2013,Number,M,40-44,Srebrenik,1469.0
2013,Number,F,40-44,Srebrenik,1493.0
2013,Number,Both sexes,40-44,Sarajevo - Stari Grad,2104.0
2013,Number,M,40-44,Sarajevo - Stari Grad,1048.0
2013,Number,F,40-44,Sarajevo - Stari Grad,1056.0
2013,Number,Both sexes,40-44,Stolac,990.0
2013,Number,M,40-44,Stolac,523.0
2013,Number,F,40-44,Stolac,467.0
2013,Number,Both sexes,40-44,Šamac,1162.0
2013,Number,M,40-44,Šamac,601.0
2013,Number,F,40-44,Šamac,561.0
2013,Number,Both sexes,40-44,Šekovići,403.0
2013,Number,M,40-44,Šekovići,228.0
2013,Number,F,40-44,Šekovići,175.0
2013,Number,Both sexes,40-44,Šipovo,523.0
2013,Number,M,40-44,Šipovo,296.0
2013,Number,F,40-44,Šipovo,227.0
2013,Number,Both sexes,40-44,Široki Brijeg,1889.0
2013,Number,M,40-44,Široki Brijeg,950.0
2013,Number,F,40-44,Široki Brijeg,939.0
2013,Number,Both sexes,40-44,Teočak,562.0
2013,Number,M,40-44,Teočak,302.0
2013,Number,F,40-44,Teočak,260.0
2013,Number,Both sexes,40-44,Teslić,2525.0
2013,Number,M,40-44,Teslić,1273.0
2013,Number,F,40-44,Teslić,1252.0
2013,Number,Both sexes,40-44,Tešanj,3220.0
2013,Number,M,40-44,Tešanj,1608.0
2013,Number,F,40-44,Tešanj,1612.0
2013,Number,Both sexes,40-44,Tomislavgrad,2448.0
2013,Number,M,40-44,Tomislavgrad,1268.0
2013,Number,F,40-44,Tomislavgrad,1180.0
2013,Number,Both sexes,40-44,Travnik,3906.0
2013,Number,M,40-44,Travnik,1982.0
2013,Number,F,40-44,Travnik,1924.0
2013,Number,Both sexes,40-44,Trebinje,1748.0
2013,Number,M,40-44,Trebinje,897.0
2013,Number,F,40-44,Trebinje,851.0
2013,Number,Both sexes,40-44,Trnovo - FBIH,78.0
2013,Number,M,40-44,Trnovo - FBIH,43.0
2013,Number,F,40-44,Trnovo - FBIH,35.0
2013,Number,Both sexes,40-44,Trnovo - RS,101.0
2013,Number,M,40-44,Trnovo - RS,53.0
2013,Number,F,40-44,Trnovo - RS,48.0
2013,Number,Both sexes,40-44,Tuzla,6798.0
2013,Number,M,40-44,Tuzla,3296.0
2013,Number,F,40-44,Tuzla,3502.0
2013,Number,Both sexes,40-44,Ugljevik,1044.0
2013,Number,M,40-44,Ugljevik,530.0
2013,Number,F,40-44,Ugljevik,514.0
2013,Number,Both sexes,40-44,Usora,526.0
2013,Number,M,40-44,Usora,269.0
2013,Number,F,40-44,Usora,257.0
2013,Number,Both sexes,40-44,Vareš,580.0
2013,Number,M,40-44,Vareš,291.0
2013,Number,F,40-44,Vareš,289.0
2013,Number,Both sexes,40-44,Velika Kladuša,2617.0
2013,Number,M,40-44,Velika Kladuša,1304.0
2013,Number,F,40-44,Velika Kladuša,1313.0
2013,Number,Both sexes,40-44,Visoko,2759.0
2013,Number,M,40-44,Visoko,1386.0
2013,Number,F,40-44,Visoko,1373.0
2013,Number,Both sexes,40-44,Višegrad,627.0
2013,Number,M,40-44,Višegrad,316.0
2013,Number,F,40-44,Višegrad,311.0
2013,Number,Both sexes,40-44,Vitez,1727.0
2013,Number,M,40-44,Vitez,863.0
2013,Number,F,40-44,Vitez,864.0
2013,Number,Both sexes,40-44,Vlasenica,797.0
2013,Number,M,40-44,Vlasenica,428.0
2013,Number,F,40-44,Vlasenica,369.0
2013,Number,Both sexes,40-44,Sarajevo - Vogošća,1761.0
2013,Number,M,40-44,Sarajevo - Vogošća,831.0
2013,Number,F,40-44,Sarajevo - Vogošća,930.0
2013,Number,Both sexes,40-44,Vukosavlje,329.0
2013,Number,M,40-44,Vukosavlje,179.0
2013,Number,F,40-44,Vukosavlje,150.0
2013,Number,Both sexes,40-44,Zavidovići,2569.0
2013,Number,M,40-44,Zavidovići,1240.0
2013,Number,F,40-44,Zavidovići,1329.0
2013,Number,Both sexes,40-44,Zenica,7266.0
2013,Number,M,40-44,Zenica,3672.0
2013,Number,F,40-44,Zenica,3594.0
2013,Number,Both sexes,40-44,Zvornik,3978.0
2013,Number,M,40-44,Zvornik,2112.0
2013,Number,F,40-44,Zvornik,1866.0
2013,Number,Both sexes,40-44,Žepče,2224.0
2013,Number,M,40-44,Žepče,1178.0
2013,Number,F,40-44,Žepče,1046.0
2013,Number,Both sexes,40-44,Živinice,4272.0
2013,Number,M,40-44,Živinice,2083.0
2013,Number,F,40-44,Živinice,2189.0
2013,Number,Both sexes,45-49,Banja Luka,12033.0
2013,Number,M,45-49,Banja Luka,5908.0
2013,Number,F,45-49,Banja Luka,6125.0
2013,Number,Both sexes,45-49,Banovići,1871.0
2013,Number,M,45-49,Banovići,932.0
2013,Number,F,45-49,Banovići,939.0
2013,Number,Both sexes,45-49,Berkovići,143.0
2013,Number,M,45-49,Berkovići,79.0
2013,Number,F,45-49,Berkovići,64.0
2013,Number,Both sexes,45-49ać,4543,
2013,Number,M,45-49ać,2182,
2013,Number,F,45-49ać,2361,
2013,Number,Both sexes,45-49,Bijeljina,7793.0
2013,Number,M,45-49,Bijeljina,3867.0
2013,Number,F,45-49,Bijeljina,3926.0
2013,Number,Both sexes,45-49,Bileća,766.0
2013,Number,M,45-49,Bileća,399.0
2013,Number,F,45-49,Bileća,367.0
2013,Number,Both sexes,45-49,Bosanska Krupa,1833.0
2013,Number,M,45-49,Bosanska Krupa,899.0
2013,Number,F,45-49,Bosanska Krupa,934.0
2013,Number,Both sexes,45-49,Bosanski Petrovac,501.0
2013,Number,M,45-49,Bosanski Petrovac,274.0
2013,Number,F,45-49,Bosanski Petrovac,227.0
2013,Number,Both sexes,45-49,Bosansko Grahovo,166.0
2013,Number,M,45-49,Bosansko Grahovo,99.0
2013,Number,F,45-49,Bosansko Grahovo,67.0
2013,Number,Both sexes,45-49,Bratunac,1407.0
2013,Number,M,45-49,Bratunac,721.0
2013,Number,F,45-49,Bratunac,686.0
2013,Number,Both sexes,45-49,Brčko,6573.0
2013,Number,M,45-49,Brčko,3436.0
2013,Number,F,45-49,Brčko,3137.0
2013,Number,Both sexes,45-49,Breza,1161.0
2013,Number,M,45-49,Breza,572.0
2013,Number,F,45-49,Breza,589.0
2013,Number,Both sexes,45-49,Brod,1259.0
2013,Number,M,45-49,Brod,646.0
2013,Number,F,45-49,Brod,613.0
2013,Number,Both sexes,45-49,Bugojno,2412.0
2013,Number,M,45-49,Bugojno,1196.0
2013,Number,F,45-49,Bugojno,1216.0
2013,Number,Both sexes,45-49,Busovača,1403.0
2013,Number,M,45-49,Busovača,737.0
2013,Number,F,45-49,Busovača,666.0
2013,Number,Both sexes,45-49,Bužim,1265.0
2013,Number,M,45-49,Bužim,642.0
2013,Number,F,45-49,Bužim,623.0
2013,Number,Both sexes,45-49,Cazin,5175.0
2013,Number,M,45-49,Cazin,2632.0
2013,Number,F,45-49,Cazin,2543.0
2013,Number,Both sexes,45-49,Sarajevo - Centar,3675.0
2013,Number,M,45-49,Sarajevo - Centar,1718.0
2013,Number,F,45-49,Sarajevo - Centar,1957.0
2013,Number,Both sexes,45-49,Čajniče,383.0
2013,Number,M,45-49,Čajniče,211.0
2013,Number,F,45-49,Čajniče,172.0
2013,Number,Both sexes,45-49,Čapljina,1958.0
2013,Number,M,45-49,Čapljina,1032.0
2013,Number,F,45-49,Čapljina,926.0
2013,Number,Both sexes,45-49,Čelić,801.0
2013,Number,M,45-49,Čelić,427.0
2013,Number,F,45-49,Čelić,374.0
2013,Number,Both sexes,45-49,Čelinac,1182.0
2013,Number,M,45-49,Čelinac,587.0
2013,Number,F,45-49,Čelinac,595.0
2013,Number,Both sexes,45-49,Čitluk,1388.0
2013,Number,M,45-49,Čitluk,696.0
2013,Number,F,45-49,Čitluk,692.0
2013,Number,Both sexes,45-49,Derventa,2097.0
2013,Number,M,45-49,Derventa,1055.0
2013,Number,F,45-49,Derventa,1042.0
2013,Number,Both sexes,45-49,Doboj,4913.0
2013,Number,M,45-49,Doboj,2482.0
2013,Number,F,45-49,Doboj,2431.0
2013,Number,Both sexes,45-49,Doboj-Istok,915.0
2013,Number,M,45-49,Doboj-Istok,434.0
2013,Number,F,45-49,Doboj-Istok,481.0
2013,Number,Both sexes,45-49,Doboj-Jug,336.0
2013,Number,M,45-49,Doboj-Jug,163.0
2013,Number,F,45-49,Doboj-Jug,173.0
2013,Number,Both sexes,45-49,Dobretići,164.0
2013,Number,M,45-49,Dobretići,90.0
2013,Number,F,45-49,Dobretići,74.0
2013,Number,Both sexes,45-49,Domaljevac-Šamac,470.0
2013,Number,M,45-49,Domaljevac-Šamac,257.0
2013,Number,F,45-49,Domaljevac-Šamac,213.0
2013,Number,Both sexes,45-49,Donji Vakuf,1078.0
2013,Number,M,45-49,Donji Vakuf,532.0
2013,Number,F,45-49,Donji Vakuf,546.0
2013,Number,Both sexes,45-49,Donji Žabar,326.0
2013,Number,M,45-49,Donji Žabar,177.0
2013,Number,F,45-49,Donji Žabar,149.0
2013,Number,Both sexes,45-49,Drvar,446.0
2013,Number,M,45-49,Drvar,241.0
2013,Number,F,45-49,Drvar,205.0
2013,Number,Both sexes,45-49,Foča - FBIH,140.0
2013,Number,M,45-49,Foča - FBIH,71.0
2013,Number,F,45-49,Foča - FBIH,69.0
2013,Number,Both sexes,45-49,Foča - RS,1262.0
2013,Number,M,45-49,Foča - RS,664.0
2013,Number,F,45-49,Foča - RS,598.0
