Year,SEX,CAUSE_OF_DEATH,UNIT_MEASURE,Value
2019,F,diseases_of_the_nervous,NUMBER,186
2019,F,diseases_of_the_eye,NUMBER,6
2019,F,diseases_of_the_circulatory,NUMBER,10091
2019,F,diseases_of_the_respiratory,NUMBER,870
2019,F,diseases_of_the_digestive,NUMBER,440
2019,F,diseases_of_the_skin,NUMBER,26
2019,F,diseases_of_the_musculoskeletal,NUMBER,42
2019,F,diseases_of_the_genitourinary,NUMBER,286
2019,F,pregnancy_childbirth_and_the,NUMBER,3
2019,F,certain_conditions_originating,NUMBER,60
2019,F,congenital_malformations_deformations,NUMBER,19
2019,F,symptoms_signs_and_abnormal,NUMBER,1585
2019,F,injuries_poisoning_and_consequences,NUMBER,217
2019,F,external_causes_of_mortality,NUMBER,1
2019,F,factors_influencing_health_status,NUMBER,3
2019,F,unknown,NUMBER,234
2019,F,total,NUMBER,19042
