Year,CAUSE_OF_DEATH,UNIT_MEASURE,Spol,Value
2018,diseases_of_the_musculoskeletal,Broj,Žene,188
2018,diseases_of_the_genitourinary,Broj,Žene,43
2018,pregnancy_childbirth_and_the,Broj,Žene,3031
2018,certain_conditions_originating,Broj,Žene,1017
2018,congenital_malformations_deformations,Broj,Žene,261
2018,symptoms_signs_and_abnormal,Broj,Žene,1
2018,injuries_poisoning_and_consequences,Broj,Žene,954
2018,external_causes_of_mortality,Broj,Žene,30325
2018,unknown,Broj,Žene,157
2018,Ukupno,Broj,Žene,3288
2019,infectious_and_parasitic,Broj,Oba spola,7
2019,neoplasms,Broj,Oba spola,240
2019,diseases_of_the_blood,Broj,Oba spola,37
2019,endocrine_metabolic_and_nutritional,Broj,Oba spola,79
2019,mental_and_behavioural_disorders,Broj,Oba spola,1
2019,diseases_of_the_nervous,Broj,Oba spola,7943
2019,diseases_of_the_eye,Broj,Oba spola,434
2019,diseases_of_the_circulatory,Broj,Oba spola,540
2019,diseases_of_the_respiratory,Broj,Oba spola,5
2019,diseases_of_the_digestive,Broj,Oba spola,6
2019,diseases_of_the_skin,Broj,Oba spola,200
2019,diseases_of_the_musculoskeletal,Broj,Oba spola,0
2019,diseases_of_the_genitourinary,Broj,Oba spola,109
2019,pregnancy_childbirth_and_the,Broj,Oba spola,18
2019,certain_conditions_originating,Broj,Oba spola,1637
2019,congenital_malformations_deformations,Broj,Oba spola,768
2019,symptoms_signs_and_abnormal,Broj,Oba spola,206
2019,injuries_poisoning_and_consequences,Broj,Oba spola,527
2019,external_causes_of_mortality,Broj,Oba spola,16202
2019,factors_influencing_health_status,Broj,Oba spola,100
2019,unknown,Broj,Oba spola,2059
2019,Ukupno,Broj,Oba spola,13
2019,infectious_and_parasitic,Broj,Muškarci,427
2019,neoplasms,Broj,Muškarci,11
2019,diseases_of_the_blood,Broj,Muškarci,82
2019,endocrine_metabolic_and_nutritional,Broj,Muškarci,8385
2019,mental_and_behavioural_disorders,Broj,Muškarci,311
2019,diseases_of_the_nervous,Broj,Muškarci,287
2019,diseases_of_the_eye,Broj,Muškarci,12
2019,diseases_of_the_circulatory,Broj,Muškarci,8
2019,diseases_of_the_respiratory,Broj,Muškarci,197
2019,diseases_of_the_digestive,Broj,Muškarci,1
2019,diseases_of_the_skin,Broj,Muškarci,79
2019,diseases_of_the_musculoskeletal,Broj,Muškarci,25
2019,diseases_of_the_genitourinary,Broj,Muškarci,1394
2019,certain_conditions_originating,Broj,Muškarci,249
2019,congenital_malformations_deformations,Broj,Muškarci,55
2019,symptoms_signs_and_abnormal,Broj,Muškarci,1
2019,injuries_poisoning_and_consequences,Broj,Muškarci,427
2019,external_causes_of_mortality,Broj,Muškarci,14123
2019,factors_influencing_health_status,Broj,Muškarci,263
2019,unknown,Broj,Muškarci,5288
2019,Ukupno,Broj,Muškarci,19
2019,infectious_and_parasitic,Broj,Žene,862
2019,neoplasms,Broj,Žene,66
2019,diseases_of_the_blood,Broj,Žene,157
2019,endocrine_metabolic_and_nutritional,Broj,Žene,1
2019,mental_and_behavioural_disorders,Broj,Žene,16007
2019,diseases_of_the_nervous,Broj,Žene,817
2019,diseases_of_the_eye,Broj,Žene,820
2019,diseases_of_the_circulatory,Broj,Žene,17
2019,diseases_of_the_respiratory,Broj,Žene,10
2019,diseases_of_the_digestive,Broj,Žene,219
2019,diseases_of_the_skin,Broj,Žene,3
2019,diseases_of_the_musculoskeletal,Broj,Žene,226
2019,diseases_of_the_genitourinary,Broj,Žene,56
2019,pregnancy_childbirth_and_the,Broj,Žene,2983
2019,certain_conditions_originating,Broj,Žene,984
2019,congenital_malformations_deformations,Broj,Žene,242
2019,symptoms_signs_and_abnormal,Broj,Žene,1
2019,injuries_poisoning_and_consequences,Broj,Žene,1790
2019,external_causes_of_mortality,Broj,Žene,30831
2019,factors_influencing_health_status,Broj,Žene,160
2019,unknown,Broj,Žene,3201
2019,Ukupno,Broj,Žene,11
